Entry,Ref,OLDRS,RANK,RS,RAWQP,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0004658,,,,,,,,,,,,,,,2022,2020,Superiore,Valdobbiadene Prosecco Superiore Brut Ius Naturae,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,14-18,Glera 100%,nd,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,20,3,sur lie,steel+sur lie,,,Italy,Millesimato,Metodo charmat,Brut
2,0004658,,,,,,,,,,,,,,,2023,2021,Superiore,Valdobbiadene Prosecco Superiore Brut Ius Naturae,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,18-22,Glera 100%,Lasagne di verdure,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,24,3,sur lie,steel+sur lie,,,Italy,Millesimato,Metodo charmat,Brut
1,0004658-1,2.03,60,14,0.71,16,66,14,0.71,16,,,,,3.0,,,Superiore,Valdobbiadene Prosecco Superiore Brut Ius Naturae,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3★,18-22,Glera 100%,Prosciutto crudo e grissini stirati – Gamberoni in tempura con bitter e arance – Flan di gamberi e zucchine – Vellutata di ceci e gambero croccante – Lasagne di verdure,86.0,3★,86.0,nd,nd,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,24k,3,sur lie,steel+sur lie,,,Italy,Vintage,Metodo ancestrale,-
2,0004767,,,,,,,,,,,,,,,2017,2015,Superiore,Valdobbiadene Prosecco Superiore Brut Nature Rive Di San Pietro Di Barbozza Grande Cuvée Del Fondatore Motus,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,5,15-19,Glera 100%,Cozze di Scardovari al vapore,91,5,91,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,12,8,10,sur lie,steel+sur lie,"Giallo paglierino luminoso con riflessi verde limone e fine perlage. Prezioso  il registro olfattivo, di fine e complessa eleganza: pesca bianca, lime, timo limone e salvia. Quindi fiori bianchi  e leggeri ricordi di pane abbrustolito. L'approccio gustativo è asciutto, deciso e innervato da una fresca tensione  Nel lungo finale emergono vaghi accenni minerali e tratti gradevolmente amaricanti. Sosta per 10 mesi sui lieviti in acciaio.  ",,Italy,Millesimato,Metodo charmat,Pas Dosè
2,0004767,,,,,,,,,,,,,,,2018,2016,Superiore,Valdobbiadene Prosecco Superiore Brut Nature Rive Di San Pietro Di Barbozza Grande Cuvée Del Fondatore Motus,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,4,17-21,Glera 100%,Tagliolini cozze vongole e zafferano,90,4,90,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,12,8,10,sur lie,steel+sur lie,"Giallo paglierino intarsiato da screzi verdolini, luminoso e ricco nella spumosa effervescenza. Concede fragranze di agrumi, mela golden, susina, pesca bianca, crosta di pane. E ancora, echi di fiori di zagara, in sublime fusione tra erbe aromatiche e sinuosa mineralità. Il sorso è pieno, fresco e cremoso, gradevolmente sapido. Finale lungo, ricco e coerente. Solo acciaio.  ",,Italy,Millesimato,Metodo charmat,Pas Dosè
2,0004767,,,,,,,,,,,,,,,2019,2017,Superiore,Valdobbiadene Prosecco Superiore Brut Nature Rive Di San Pietro Di Barbozza Grande Cuvée Del Fondatore Motus,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,4,17-21,Glera 100%,Granseola in bellavista,89,4,89,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,12,8,10,sur lie,steel+sur lie,"Delicato giallo paglierino con perlage che aumenta la luminosità. Si apre all'olfatto con intensi profumi di zagara, biancospino e acacia; quindi ananas, susina bianca e mela golden. Avvolgente al palato, pieno e aristocratico, con freschezza a esaltare un corredo aromatico SUBÎ{P…F, interessante anche la nota sapido-minerale, che contribuisce all'equilibrio, donando ottima piacevolezza gustativa; lungo e sottile il finale. Sosta in autoclave per 10 mesi ",,Italy,Millesimato,Metodo charmat,Pas Dosè
2,0004767,,,,,,,,,,,,,,,2020,2018,Superiore,Valdobbiadene Prosecco Superiore Brut Nature Rive Di San Pietro Di Barbozza Grande Cuvée Del Fondatore Motus,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,4,19-23,Glera 100%,Anguilla alla griglia,90,4,90,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,12,8,10,sur lie,steel+sur lie,"Paglierino tenue con riflessi verdolini intrecciati nel fitto e minuto perlage. Intenso e nobile l'olfatto dal timbro marcatamente agrumato, ricamato da fiore di sambuco, pera e un lieve tocco vegetale, su un sottofondo minerale  che ricorda il gesso. Sorso asciutto e incisivo, Monopolizzato da sapidità e da una prorompente freschezza citrina. La cremosa anidride carbonica contribuisce a creare un perfetto equilibrio. Finale lungo e vibrante. Rifermentazione per 10 mesi sui lieviti  ",,Italy,Millesimato,Metodo charmat,Pas Dosè
2,0004767,,,,,,,,,,,,,,,2021,2019,Superiore,Valdobbiadene Prosecco Superiore Brut Nature Rive Di San Pietro Di Barbozza Grande Cuvée Del Fondatore Motus,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,5,19-23,Glera 100%,Antipasto di canocchie e moscardini,91,5,91,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,12,8,10,sur lie,steel+sur lie,"Paglierino con riflessi verdolini, dal fine e fitto perlage. Definiti richiami di gesso, arricchiti da tocchi di zagara, sambuco, pera e pompelmo. Fresca e sapida la beva, che nella lunghezza evi- denzia ricordi di frutta secca appena tostata ed eleganti toni di grafite.",,Italy,Millesimato,Metodo charmat,Pas Dosè
1,0004767-1,8.97,7,63,2.99,69,7,63,2.99,69,,,,,4.4,,,Superiore,Valdobbiadene Prosecco Superiore Brut Nature Rive Di San Pietro Di Barbozza Grande Cuvée Del Fondatore Motus,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,4★-5★,19-23,Glera 100%,Cozze di Scardovari al vapore – Tagliolini cozze vongole e zafferano – Granseola in bellavista – Anguilla alla griglia – Antipasto di canocchie e moscardini,90.2,4★-5★,90.2,nd,nd,Veneto Prosecco,,Bianco spumante,Sparkling White,12,8k,10,sur lie,steel+sur lie,,,Italy,Vintage,Charmat method,Pas Dosè
2,0004662,,,,,,,,,,,,,,,2017,2015,Superiore,Valdobbiadene Prosecco Superiore Brut Prior,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,9-13,Glera 100%,nd,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,12,295,2,sur lie,steel+sur lie,,,Italy,Millesimato,Metodo charmat,Brut
2,0004662,,,,,,,,,,,,,,,2018,2016,Superiore,Valdobbiadene Prosecco Superiore Brut Prior,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,9-13,Glera 100%,Gamberoni al sale,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,12,350,2,sur lie,steel+sur lie,"Giallo paglierino tenue con riflessi verdolini, dal fine perlage a costituire una gradevole spuma. Fragranti richiami fruttati di pera, mela, pesca e agrumi sono seguiti da profumi di acacia e gelsomino. Il sorso è equilibrato e sostenuto da una viva freschezza  dai ricordi agrumati. Finale sapido e lievemente amaricante. Tutto in acciaio. ",,Italy,Millesimato,Metodo charmat,Brut
2,0004662,,,,,,,,,,,,,,,2021,2019,Superiore,Valdobbiadene Prosecco Superiore Brut Prior,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,10-14,Glera 100%,nd,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,12,380,2,sur lie,steel+sur lie,,,Italy,Millesimato,Metodo charmat,Brut
2,0004662,,,,,,,,,,,,,,,2022,2020,Superiore,Valdobbiadene Prosecco Superiore Brut Prior,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,10-14,Glera 100%,nd,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,12,360,2,sur lie,steel+sur lie,,,Italy,Millesimato,Metodo charmat,Brut
2,0004662,,,,,,,,,,,,,,,2023,2021,Superiore,Valdobbiadene Prosecco Superiore Brut Prior,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,13-17,Glera 100%,Vitello tonnato,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,12,375,2,sur lie,steel+sur lie,,,Italy,Millesimato,Metodo charmat,Brut
1,0004662-1,1.69,87,12,0.79,18,97,12,0.79,18,,,,,3.0,,,Superiore,Valdobbiadene Prosecco Superiore Brut Prior,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3★,13-17,Glera 100%,Gamberoni al sale – Vitello tonnato,86.0,3★,86.0,nd,nd,Veneto Prosecco,,Bianco spumante,Sparkling White,12,375k,2,sur lie,steel+sur lie,,,Italy,Vintage,Metodo ancestrale,-
2,0004863,,,,,,,,,,,,,,,2019,2017,Superiore,Valdobbiadene Prosecco Superiore Brut Rive Di Santo Stefano 70th Anniversary,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,5,22-26,Glera 100%,Ravioli alle erbette in salsa aromatica,91,5,91,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,12,6,3,sur lie,steel+sur lie,"Appena accennato il paglierino  di splendida effervescenza. Naso delicato: alla componente agrumata di pompelmo e clementina si affianca una sensazione tropicale di ananas, seguita da melone giallo e tocchi floreali di acacia e gelsomino, tra echi gessosi. La cremosità carbonica avvolge il palato, fondendosi con la briosa freschezza  e la sapidità. Persistenza su toni ammandorlati. Rimane sui lieviti per 3 mesi ",,Italy,Millesimato,Metodo charmat,Brut
1,0004863-1,2.98,38,21,0.87,20,40,21,0.87,20,,,,,5.0,,,Superiore,Valdobbiadene Prosecco Superiore Brut Rive Di Santo Stefano 70th Anniversary,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,5★,22-26,Glera 100%,Ravioli alle erbette in salsa aromatica,91.0,5★,91.0,nd,nd,Veneto Prosecco,,Bianco spumante,Sparkling White,12,6k,3,sur lie,steel+sur lie,,,Italy,Vintage,Charmat method,Brut
2,0006506,,,,,,,,,,,,,,,2023,2020,Superiore,Valdobbiadene Prosecco Superiore Extra Brut Rive Di San Pietro Di Barbozza Cuvée Del Fondatore Modus Vitae,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,4,23-27,Glera 100%,Filetto di orata in crosta,89,4,89,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,12,8,-,-,-,"Fini e numerose bollicine percorrono IL briuante paglierino emanando sentori di acacia, glicine, rosa, mela verde, pompelmo, pera e melone blanco. IL sorso è pieno e armonioso, con un perfetto equilibrio fresco- sapido e con aromi agrumati e lodati, IL lungo finale propone una suggestione quasi marina. ",,Italy,Millesimato,Metodo charmat,Extra Brut
1,0006506-1,1.00,165,7,0.28,6,189,7,0.28,6,,,,,4.0,,,Superiore,Valdobbiadene Prosecco Superiore Extra Brut Rive Di San Pietro Di Barbozza Cuvée Del Fondatore Modus Vitae,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,4★,23-27,Glera 100%,Filetto di orata in crosta,89.0,4★,89.0,nd,nd,Veneto Prosecco,,Bianco spumante,Sparkling White,12,8k,-,-,-,,,Italy,Vintage,Metodo ancestrale,-
2,0004680,,,,,,,,,,,,,,,2017,2015,Superiore,Valdobbiadene Prosecco Superiore Dry Maior,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,9-13,Glera 100%,nd,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,60,-,-,-,,,Italy,Millesimato,Metodo charmat,Dry
2,0004680,,,,,,,,,,,,,,,2018,2016,Superiore,Valdobbiadene Prosecco Superiore Dry Maior,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,9-13,Glera 100%,nd,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,60,-,-,-,,,Italy,Millesimato,Metodo charmat,Dry
1,0004680-1,0.68,185,5,0.43,10,209,5,0.43,10,,,,,3.0,,,Superiore,Valdobbiadene Prosecco Superiore Dry Maior,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3★,9-13,Glera 100%,nd,86.0,3★,86.0,nd,nd,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,60k,-,-,-,,,Italy,Vintage,Charmat method,Dry
2,0004691,,,,,,,,,,,,,,,2017,2015,Superiore,Valdobbiadene Prosecco Superiore Extra Dry,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,9-13,Glera 100%,Branzino all'acqua pazza,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,2,-,acciaio,steel,"Cristallino dal manto paglierino  tenue, con perlage fine e persistente. Sensazioni olfattive di pesca bianca, timo, gelsomino e toni agrumati. Il gusto è impostato sull'equilibrio con buona sapidità a bilanciare la morbidezza, regalando una chiusura lunga e dai ritorni fruttati. Acciaio. ",,Italy,Millesimato,Metodo charmat,Extra Dry
1,0004691-1,0.34,234,2,0.22,5,271,2,0.22,5,,,,,3.0,,,Superiore,Valdobbiadene Prosecco Superiore Extra Dry,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3★,9-13,Glera 100%,Branzino all'acqua pazza,86.0,3★,86.0,nd,nd,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,2k,-,acciaio,steel,,,Italy,Vintage,Charmat method,Extra Dry
2,0004695,,,,,,,,,,,,,,,2017,2015,Superiore,Valdobbiadene Prosecco Superiore Extra Dry Bandarossa,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,11-15,Glera 100%,nd,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,100,2,sur lie,steel+sur lie,,,Italy,Millesimato,Metodo charmat,Extra Dry
2,0004695,,,,,,,,,,,,,,,2018,2016,Superiore,Valdobbiadene Prosecco Superiore Extra Dry Bandarossa,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,11-15,Glera 100%,nd,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,100,2,sur lie,steel+sur lie,,,Italy,Millesimato,Metodo charmat,Extra Dry
2,0004695,,,,,,,,,,,,,,,2019,2017,Superiore,Valdobbiadene Prosecco Superiore Extra Dry Bandarossa,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,12-16,Glera 100%,nd,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,100,2,sur lie,steel+sur lie,,,Italy,Millesimato,Metodo charmat,Extra Dry
2,0004695,,,,,,,,,,,,,,,2020,2018,Superiore,Valdobbiadene Prosecco Superiore Extra Dry Bandarossa,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,12-16,Glera 100%,Casatella trevigiana e marmellata di arancia,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,100,2,sur lie,steel+sur lie,"Brillante veste giallo paglierino. La spuma, cremosa e leggera, accompagna un avvolgente mix di frutti, susina mirabella e agrumi; poi ancora fiori di campo, camomilla, nuance burrose e di crostata alle pere. Apprezzabile slancio di freschezza e sapidità a equilibrare un sorso morbido, con un corretto dosaggio zuccherino; gradevole persistenza  di cedro candito. Rifermentazione in acciaio, per 2 mesi sui propri lieviti. ",,Italy,Millesimato,Metodo charmat,Extra Dry
2,0004695,,,,,,,,,,,,,,,2021,2019,Superiore,Valdobbiadene Prosecco Superiore Extra Dry Bandarossa,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,13-17,Glera 100%,nd,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,6,2,sur lie,steel+sur lie,,Special Reserve,Italy,Millesimato,Metodo charmat,Extra Dry
2,0004695,,,,,,,,,,,,,,,2022,2020,Superiore,Valdobbiadene Prosecco Superiore Extra Dry Bandarossa,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,13-17,Glera 100%,nd,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,6,4,sur lie,steel+sur lie,,Special Reserve,Italy,Millesimato,Metodo charmat,Extra Dry
2,0004695,,,,,,,,,,,,,,,2023,2021,Superiore,Valdobbiadene Prosecco Superiore Extra Dry Bandarossa,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,17-21,Glera 100%,Fettuccine al ragù di agnello,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,8,8,sur lie,steel+sur lie,,Special Reserve,Italy,Millesimato,Metodo charmat,Extra Dry
1,0004695-1,2.37,46,17,0.87,20,49,17,0.87,20,,,,,3.0,,,Superiore,Valdobbiadene Prosecco Superiore Extra Dry Bandarossa,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3★,17-21,Glera 100%,Casatella trevigiana e marmellata di arancia – Fettuccine al ragù di agnello,86.0,3★,86.0,nd,nd,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,8k,8,sur lie,steel+sur lie,,,Italy,Vintage,Metodo ancestrale,-
2,0004765,,,,,,,,,,,,,,,2018,2016,Superiore,Valdobbiadene Prosecco Superiore Extra Dry Senior,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,9-13,Glera 100%,nd,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,400,-,-,-,,,Italy,Millesimato,Metodo charmat,Extra Dry
1,0004765-1,0.34,234,2,0.22,5,271,2,0.22,5,,,,,3.0,,,Superiore,Valdobbiadene Prosecco Superiore Extra Dry Senior,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3★,9-13,Glera 100%,nd,86.0,3★,86.0,nd,nd,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,400k,-,-,-,,,Italy,Vintage,Charmat method,Extra Dry
2,0004789,,,,,,,,,,,,,,,2017,2015,Superiore,Valdobbiadene Superiore Di Cartizze Dry,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,13-17,Glera 100%,Frittelle con cuore chantilly,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,33,-,acciaio,steel,"Color paglierino chiaro, luminoso nelle persistenti bollicine. Olfatto di intensi ed eleganti profumi che ricordano la mela golden, la pera e delicate sfumature esotiche. Gradevoli spunti minerali  e di erbe aromatiche. l'assaggio è scorrevole, fresco, con sapidità che rende la beva piacevole. Ritorni coerenti con leggera scia amaricante nel finale. Acciaio.  ",,Italy,Millesimato,Metodo charmat,Dry
2,0004789,,,,,,,,,,,,,,,2018,2016,Superiore,Valdobbiadene Superiore Di Cartizze Dry,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,16-20,Glera 100%,Crostini con baccalà mantecato alla veneziana,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,37,-,acciaio,steel,"Giallo paglierino con riflessi verdolini  e spuma abbondante e persistente, cremosa e compatta. Al naso profumi raffinati di frutta, mousse di pera, bouquet di fiori con mimosa e viola gialla, melissa e un leggero ricordo di anice. Il sorso entra sottile e avvolge  la bocca con un'effervescenza che esalta i sentori, in coerenza con quelli percepiti al naso. Equilibrato e dotato di personalità, regala freschezza e una chiusura con soffi di liquore al lampone. Solo acciaio. ",,Italy,Millesimato,Metodo charmat,Dry
2,0004789,,,,,,,,,,,,,,,2019,2017,Superiore,Valdobbiadene Superiore Di Cartizze Dry,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,18-22,Glera 100%,nd,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,37,-,acciaio,steel,,,Italy,Millesimato,Metodo charmat,Dry
2,0004789,,,,,,,,,,,,,,,2020,2018,Superiore,Valdobbiadene Superiore Di Cartizze Dry,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,18-22,Glera 100%,nd,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,40,-,acciaio,steel,,,Italy,Millesimato,Metodo charmat,Dry
2,0004789,,,,,,,,,,,,,,,2022,2020,Superiore,Valdobbiadene Superiore Di Cartizze Dry,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,20-24,Glera 100%,nd,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,40,-,acciaio,steel,,,Italy,Millesimato,Metodo charmat,Dry
2,0004789,,,,,,,,,,,,,,,2023,2021,Superiore,Valdobbiadene Superiore Di Cartizze Dry,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3,30-34,Glera 100%,Ravioli di pesce con sugo di canestrelli,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,40,-,acciaio,steel,,,Italy,Millesimato,Metodo charmat,Dry
1,0004789-1,2.03,60,14,0.44,10,66,14,0.44,10,,,,,3.0,,,Superiore,Valdobbiadene Superiore Di Cartizze Dry,DOCG,Valdobbiadene Prosecco,Bortolomiol,Veneto,3★,30-34,Glera 100%,Frittelle con cuore chantilly – Crostini con baccalà mantecato alla veneziana – Ravioli di pesce con sugo di canestrelli,86.0,3★,86.0,nd,nd,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,40k,-,acciaio,steel,,,Italy,Vintage,Metodo ancestrale,-
2,0004814,,,,,,,,,,,,,,,2019,2017,Superiore,Valdobbiadene Prosecco Superiore Brut,DOCG,Valdobbiadene Prosecco,Bortolotti,Veneto,3,9-13,Glera 100%,nd,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,90,-,-,-,,,Italy,Millesimato,Metodo charmat,Brut
2,0004814,,,,,,,,,,,,,,,2023,2021,Superiore,Valdobbiadene Prosecco Superiore Brut,DOCG,Valdobbiadene Prosecco,Bortolotti,Veneto,3,11-15,Glera 100%,Bresaola di punta d'anca,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,95,-,-,-,,,Italy,Millesimato,Metodo charmat,Brut
1,0004814-1,0.68,185,5,0.37,8,209,5,0.37,8,,,,,3.0,,,Superiore,Valdobbiadene Prosecco Superiore Brut,DOCG,Valdobbiadene Prosecco,Bortolotti,Veneto,3★,11-15,Glera 100%,Bresaola di punta d'anca,86.0,3★,86.0,nd,nd,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,95k,-,-,-,,,Italy,Vintage,Metodo ancestrale,-
2,0006499,,,,,,,,,,,,,,,2023,2020,Superiore,Valdobbiadene Prosecco Superiore Extra Brut Rive Di Col San Martino 70th Anniversary,DOCG,Valdobbiadene Prosecco,Bortolotti,Veneto,3,26-30,Glera 100%,Risotto con gamberi di fiume,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,12,6,-,-,-,,,Italy,Millesimato,Metodo charmat,Brut
1,0006499-1,0.34,234,2,0.08,2,271,2,0.08,2,,,,,3.0,,,Superiore,Valdobbiadene Prosecco Superiore Extra Brut Rive Di Col San Martino 70th Anniversary,DOCG,Valdobbiadene Prosecco,Bortolotti,Veneto,3★,26-30,Glera 100%,Risotto con gamberi di fiume,86.0,3★,86.0,nd,nd,Veneto Prosecco,,Bianco spumante,Sparkling White,12,6k,-,-,-,,,Italy,Vintage,Metodo ancestrale,-
2,0004874,,,,,,,,,,,,,,,2022,2019,Superiore,Valdobbiadene Prosecco Superiore Extra Brut Rive Di Col San Martino Vigna Castel De Donà,DOCG,Valdobbiadene Prosecco,Bortolotti,Veneto,3,14-18,Glera 100%,nd,88,3,88,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,5,9,sur lie,steel+sur lie,,,Italy,Millesimato,Metodo charmat,Extra Brut
2,0004874,,,,,,,,,,,,,,,2023,2020,Superiore,Valdobbiadene Prosecco Superiore Extra Brut Rive Di Col San Martino Vigna Castel De Donà,DOCG,Valdobbiadene Prosecco,Bortolotti,Veneto,3,14-18,Glera 100%,Mortadella,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,7,9,sur lie,steel+sur lie,,,Italy,Millesimato,Metodo charmat,Extra Brut
1,0004874-1,0.68,185,5,0.30,7,209,5,0.30,7,,,,,3.0,,,Superiore,Valdobbiadene Prosecco Superiore Extra Brut Rive Di Col San Martino Vigna Castel De Donà,DOCG,Valdobbiadene Prosecco,Bortolotti,Veneto,3★,14-18,Glera 100%,Mortadella,87.0,3★,87.0,nd,nd,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,7k,9,sur lie,steel+sur lie,,,Italy,Vintage,Metodo ancestrale,-
2,0004873,,,,,,,,,,,,,,,2022,2019,Superiore,Valdobbiadene Prosecco Superiore Extra Brut Rive Di Santo Stefano Vigna Montagnole,DOCG,Valdobbiadene Prosecco,Bortolotti,Veneto,3,14-18,Glera 100%,nd,88,3,88,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,5,9,sur lie,steel+sur lie,,,Italy,Millesimato,Metodo charmat,Extra Brut
2,0004873,,,,,,,,,,,,,,,2023,2020,Superiore,Valdobbiadene Prosecco Superiore Extra Brut Rive Di Santo Stefano Vigna Montagnole,DOCG,Valdobbiadene Prosecco,Bortolotti,Veneto,3,14-18,Glera 100%,Tigelle e salumi,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,12,9,sur lie,steel+sur lie,,,Italy,Millesimato,Metodo charmat,Extra Brut
1,0004873-1,0.68,185,5,0.30,7,209,5,0.30,7,,,,,3.0,,,Superiore,Valdobbiadene Prosecco Superiore Extra Brut Rive Di Santo Stefano Vigna Montagnole,DOCG,Valdobbiadene Prosecco,Bortolotti,Veneto,3★,14-18,Glera 100%,Tigelle e salumi,87.0,3★,87.0,nd,nd,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,12k,9,sur lie,steel+sur lie,,,Italy,Vintage,Metodo ancestrale,-
2,0006505,,,,,,,,,,,,,,,2023,2020,Superiore,Valdobbiadene Prosecco Superiore Extra Brut Rive Di Rolle Vigna Piai Alto,DOCG,Valdobbiadene Prosecco,Bortolotti,Veneto,3,14-18,Glera 100%,Risotto con zucchine e zafferano,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,7,-,-,-,,,Italy,Millesimato,Metodo charmat,Brut
1,0006505-1,0.34,234,2,0.15,3,271,2,0.15,3,,,,,3.0,,,Superiore,Valdobbiadene Prosecco Superiore Extra Brut Rive Di Rolle Vigna Piai Alto,DOCG,Valdobbiadene Prosecco,Bortolotti,Veneto,3★,14-18,Glera 100%,Risotto con zucchine e zafferano,86.0,3★,86.0,nd,nd,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,7k,-,-,-,,,Italy,Vintage,Metodo ancestrale,-
2,0004875,,,,,,,,,,,,,,,2021,2019,Superiore,Valdobbiadene Prosecco Superiore Extra Brut Vigna Altena,DOCG,Valdobbiadene Prosecco,Bortolotti,Veneto,3,14-18,Glera 100%,nd,86,3,86,,na,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,5,9,sur lie,steel+sur lie,,,Italy,Millesimato,Metodo charmat,Extra Brut
1,0004875-1,0.34,234,2,0.15,3,271,2,0.15,3,,,,,3.0,,,Superiore,Valdobbiadene Prosecco Superiore Extra Brut Vigna Altena,DOCG,Valdobbiadene Prosecco,Bortolotti,Veneto,3★,14-18,Glera 100%,nd,86.0,3★,86.0,nd,nd,Veneto Prosecco,,Bianco spumante,Sparkling White,11.5,5k,9,sur lie,steel+sur lie,,,Italy,Vintage,Charmat method,Extra Brut
