Entry,Ref,OLDRS,RS,RAWQP,QP,RS2,RAWQP2,QP2,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0002263,,,,,,,,,,,,,2017,,Valle D'Aosta Syrah,DOC,Valle D'Aosta Syrah,Chateau Feuillet,Valle D'Aosta,3,20-24,Syrah 100%,Fagianella brasata,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,3k,8,botte media,medium oak,Rubino acceso. Incipit di pepe nero echiodi di garofano, frutti rossi fragranti,note di sottobosco. Sul finale ricordi di fioriappassiti e fieno. L’ingresso è accattivante,con la morbidezza e il tannino a integrarsiarmonicamente. La lunga persistenza gustativaè disposta su aromi di frutta e pepe nero.Fermentazione in vasche di acciaio, poi riposoin barrique per 6 mesi,,Italia,,,
2,0002263,,,,,,,,,,,,,2018,,Valle D'Aosta Syrah,DOC,Valle D'Aosta Syrah,Chateau Feuillet,Valle D'Aosta,3,20-24,Syrah 100%,Carbonada di vitello,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,5k,8,botte media,medium oak,"Rosso rubino luminoso. Incipit dalle intensesensazioni floreali e fruttate, con prugna,marasca e rosa rossa, seguite da muschio,cumino ed erbe officinali. Il sorso è pieno,avvolgente, sostenuto dalla freschezza e da untannino aggraziato, il finale è un lungo ricordofruttato. Sosta in tonneau per 8 mesi",,Italia,,,
2,0002263,,,,,,,,,,,,,2019,,Valle D'Aosta Syrah,DOC,Valle D'Aosta Syrah,Chateau Feuillet,Valle D'Aosta,3,20-24,Syrah 100%,Lepre al ginepro,86,3,86,3,86,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,4k,8,botte media,medium oak,Rosso rubino, intenso e vivace. Aperturafloreale di violetta, poi ciliegia, prugna emirtillo, pot-pourri di erbe medicinali, finissimenuance di sfalci d'erba e pepe nero. Approcciogustativo avvolgente per calore e morbidezza,con tannini evidenti, ma setosi. Conclusionelungamente fruttata e speziata. Vinificazioneesclusivamente in acciaio.,,Italia,,,
1,0002263-1,1.35,100,4.55,100,,0,,16,0.71,16,3.0,,,,Valle D'Aosta Syrah,DOC,Valle D'Aosta Syrah,Chateau Feuillet,Valle D'Aosta,3★,20-24,Syrah 100%,Stufato di agnello – Fagianella brasata – Carbonada di vitello – Lepre al ginepro,86.0,3★,86.0,3★,86.0,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,4k-5k,8,botte media,medium oak,,,Italy,,,
2,0002261,,,,,,,,,,,,,2014,,Valle D'Aosta Syrah Henri,DOC,Valle D'Aosta Syrah,Maison Anselmet,Valle D'Aosta,3,30-34,Syrah 100%,Polenta e carbonada,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,5k,15,botte piccola,small oak,Rosso rubino smagliante. Un incipit speziatodi cannella si affaccia al naso, seguitoda frutti di bosco maturi, polvere di caffèe cuoio, per terminare con un ravvivanteaccenno balsamico. Palato caldo e suadente,perfettamente equilibrato da una gradevolefreschezza e da tannini ben proporzionatiFermenta in acciaio e sosta per 15 mesi inbarrique con frequenti bàtonnage.,,Italia,,,
2,0002261,,,,,,,,,,,,,2017,,Valle D'Aosta Syrah Henri,DOC,Valle D'Aosta Syrah,Maison Anselmet,Valle D'Aosta,3,30-34,Syrah 100%,nd,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,4k,15,botte piccola,small oak,,,Italia,,,
2,0002261,,,,,,,,,,,,,2018,,Valle D'Aosta Syrah Henri,DOC,Valle D'Aosta Syrah,Maison Anselmet,Valle D'Aosta,3,30-34,Syrah 100%,nd,86,3,86,3,86,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,4k,15,botte piccola,small oak,,,Italia,,,
2,0002261,,,,,,,,,,,,,2019,,Valle D'Aosta Syrah Henri,DOC,Valle D'Aosta Syrah,Maison Anselmet,Valle D'Aosta,3,30-34,Syrah 100%,nd,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,4k,12,botte piccola,small oak,,,Italia,,,
1,0002261-1,1.35,100,3.13,69,,0,,16,0.49,11,3.0,,,,Valle D'Aosta Syrah Henri,DOC,Valle D'Aosta Syrah,Maison Anselmet,Valle D'Aosta,3★,30-34,Syrah 100%,Polenta e carbonada,86.0,3★,86.0,3★,86.0,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,4k-5k,12-15 mesi in barrique,botte piccola,small oak,,,Italy,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0002085,,,,,,,,,,,,,2017,Superieur,Valle D'Aosta Torrette Superieur,DOC,Valle D'Aosta Torrette,Andre Pellissier,Valle D'Aosta,3,25-29,Petit Rouge 70% – Fumin 20% – Syrah 10%,Risotto con la salsiccia,86.5,3,87,3,86,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,2k,12,botte,oak,"Rosso rubino intenso. Incipit di prugna e di rosa, seguito da effluvi balsamici, pepe nero, chiodi di garofano, tamarindo e tabacco  dolce, su una scia ferruginosa. Tannini  domati e freschezza gustativa rendono il  sorso gradevole ed equilibrato, lungo epilogo speziato. Sosta per 12 mesi in botti di rovere da 20 ettolitri ",,Italia,,,
2,0002085,,,,,,,,,,,,,2018,Superieur,Valle D'Aosta Torrette Superieur,DOC,Valle D'Aosta Torrette,Andre Pellissier,Valle D'Aosta,3,25-29,Petit Rouge 70% – Fumin 20% – Syrah 10%,Filetto di manzo con riduzione ai frutti di bosco,87.5,4,89,3,86,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,2k,14,botte grande,big oak,Rosso rubino deciso e luminoso. Percezione odorosa di gran classe, composta da accattivanti profumi di mora, mirtilli e prugne, avvolti da un manto floreale intenso di rosa, petunia e gardenia. Piccole tracce balsamiche e speziate completano l'excursus. Il percorso gustativo è in perfetto equilibrio tra vibrante freschezza e delicata morbidezza, dotato di tannino setoso e perfettamente integrato. Finale ricco, dalla prolungata persistenza fruttata. Matura per 14 mesi in botti di rovere da 20 ettolitri ,,Italia,,,
1,0002085-1,0.68,8,0.29,6,,0,,8,0.29,6,3.0,,,Superieur,Valle D'Aosta Torrette Superieur,DOC,Valle D'Aosta Torrette,Andre Pellissier,Valle D'Aosta,3★,25-29,Petit Rouge 70% – Fumin 20% – Syrah 10%,Risotto con la salsiccia – Filetto di manzo con riduzione ai frutti di bosco,87.0,3★,88.0,3★,86.0,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,2k,12-14 mesi in botte grande,botte grande,big oak,,,Italy,,,
2,0002090,,,,,,,,,,,,,2016,,Valle D'Aosta Torrette,DOC,Valle D'Aosta Torrette,Anna De Santis,Valle D'Aosta,3,10-14,Petit Rouge 100%,Flan di zucca con chips di pancetta su crema di toma,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,2k,9,acciaio,steel,Rosso rubino luminoso. Al naso è intenso: spiccano fiori secchi e fieno seguiti da sentori di dattero disidratato. Effluvi più impegnativi di tabacco da pipa e cioccolato fondente si | fondono a ricordi di vaniglia. Al sorso presenta un tannino gradevole e mai invadente. La beva è intensa e di buona persistenza. In acciaio per | 9 mesi ,,Italia,,,
1,0002090-1,0.34,4,0.33,7,,0,,4,0.33,7,3.0,,,,Valle D'Aosta Torrette,DOC,Valle D'Aosta Torrette,Anna De Santis,Valle D'Aosta,3★,10-14,Petit Rouge 100%,Flan di zucca con chips di pancetta su crema di toma,nd,3★,nd,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,2k,9,acciaio,steel,,,Italy,,,
2,0002088,,,,,,,,,,,,,2017,,Valle D'Aosta Torrette,DOC,Valle D'Aosta Torrette,Cave Des Onze Communes,Valle D'Aosta,2,10-14,Petit Rouge 80% – Altri 20%,nd,84,2,84,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,34k,7,acciaio,steel,,,Italia,,,
2,0002088,,,,,,,,,,,,,2018,,Valle D'Aosta Torrette,DOC,Valle D'Aosta Torrette,Cave Des Onze Communes,Valle D'Aosta,3,5-9,Petit Rouge 80% – Altri 20%,Crostone di pane nero con boudeun e fontina,85,3,85,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,120k,7,acciaio,steel,Rosso rubino con riflessi porpora. Incipit olfattivo vinoso che prosegue con piccoli frutti, ribes rosso, fragola e note floreali di viola e petunia. Nel finale appare il muschio. Di buona struttura, tannico, si congeda con i ricordi giovanili del mosto. Per 7 mesi in acciaio. ,,Italia,,,
1,0002088-1,0.45,5,0.75,17,,0,,5,0.75,17,2.5,,,,Valle D'Aosta Torrette,DOC,Valle D'Aosta Torrette,Cave Des Onze Communes,Valle D'Aosta,2★-3★,5-9,Petit Rouge 80% – Altri 20%,Crostone di pane nero con boudeun e fontina,nd,2★-3★,nd,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,34k-120k,7,acciaio,steel,,,Italy,,,
2,0002070,,,,,,,,,,,,2017,2014,Superieur,Valle D'Aosta Torrette Superieur Labie,DOC,Valle D'Aosta Torrette,Cave Gargantua,Valle D'Aosta,1,15-19,Petit Rouge 90% – Fumin 5% – Vien De Nus 5%,nd,79,1,79,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,2k,12,botte,oak,,,Italia,,,
2,0002070,,,,,,,,,,,,2018,2015,Superieur,Valle D'Aosta Torrette Superieur Labie,DOC,Valle D'Aosta Torrette,Cave Gargantua,Valle D'Aosta,3,20-24,Petit Rouge 90% – Fumin 5% – Vien De Nus 5%,Medaglioni di cinghiale in salsa di mirtillo,85,3,85,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,2k,12,botte,oak,Rosso rubino vivo. Impatto olfattivo intenso e speziato, con sbuffi di noce moscata e chiodi di garofano, su fondo balsamico di eucalipto. Seguono mirtilli e lamponi. Impronta gustativa fresca e sorso pieno. Trama alternata di frutta e spezie sorretta da un tannino impetuoso ma gradevole. Un anno in botte grande. ,,Italia,,,
2,0002070,,,,,,,,,,,,2019,2016,Superieur,Valle D'Aosta Torrette Superieur Labie,DOC,Valle D'Aosta Torrette,Cave Gargantua,Valle D'Aosta,3,25-29,Petit Rouge 90% – Fumin 5% – Vien De Nus 5%,nd,86,2,84,3,88,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,2k,12,botte,oak,,,Italia,,,
2,0002070,,,,,,,,,,,,2020,2017,Superieur,Valle D'Aosta Torrette Superieur Labie,DOC,Valle D'Aosta Torrette,Cave Gargantua,Valle D'Aosta,3,20-24,Petit Rouge 90% – Fumin 5% – Vien De Nus 5%,Tagliatelle con salsiccia e porri,85,3,85,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14.5,2k,12,botte,oak,Porpora tenue e luminoso. Si concede senza fretta con profumi di garofano e crisantemo, mora di gelso, una delicata traccia di liquirizia e menta piperita su un tappeto di humus e  | muschio, La trama tannica attraversa il sorso, morbido e di buona struttura, teso, con finale ricco. Riposa in botti di rovere da 15 ettolitri per 12 mesi ,,Italia,,,
2,0002070,,,,,,,,,,,,2021,2018,Superieur,Valle D'Aosta Torrette Superieur Labie,DOC,Valle D'Aosta Torrette,Cave Gargantua,Valle D'Aosta,3,20-24,Petit Rouge 90% – Fumin 5% – Vien De Nus 5%,nd,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,2k,12,botte,oak,,,Italia,,,
2,0002070,,,,,,,,,,,,2022,2019,Superieur,Valle D'Aosta Torrette Superieur Labie,DOC,Valle D'Aosta Torrette,Cave Gargantua,Valle D'Aosta,3,20-24,Petit Rouge 90% – Fumin 5% – Vien De Nus 5%,nd,87,3,86,3,88,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,2k,12,botte,oak,,,Italia,,,
1,0002070-1,1.70,20,0.89,20,,0,,20,0.89,20,2.7,,,Superieur,Valle D'Aosta Torrette Superieur Labie,DOC,Valle D'Aosta Torrette,Cave Gargantua,Valle D'Aosta,1★-3★,20-24,Petit Rouge 90% – Fumin 5% – Vien De Nus 5%,Medaglioni di cinghiale in salsa di mirtillo – Tagliatelle con salsiccia e porri,84.7,1★-3★,84.2,3★,88.0,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,2k,12,botte,oak,,,Italy,,,
2,0002099,,,,,,,,,,,,,2015,,Valle D'Aosta Torrette,DOC,Valle D'Aosta Torrette,Chateau Feuillet,Valle D'Aosta,1,10-14,Petit Rouge 90% – Mayolet 10%,nd,79,1,79,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,8k,5,acciaio,steel,,,Italia,,,
2,0002099,,,,,,,,,,,,,2016,,Valle D'Aosta Torrette,DOC,Valle D'Aosta Torrette,Chateau Feuillet,Valle D'Aosta,3,10-14,Petit Rouge 90% – Mayolet 10%,Boeuf bourguignon con polenta,85,3,85,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,8k,5,acciaio,steel,l Porpora con riflessi violacei. Bouquet disposto su ricordi di frutta croccante, fragoline di bosco, mirtilli, fiori ed erba appena tagliata. Coerenza tra le sensazioni ofattive e gustative, con la frutta in evidenza. Lunga persistenza e tannini ben integrati. Matura in acciaio per 5 mesi. ,,Italia,,,
1,0002099-1,0.34,4,0.33,7,,0,,4,0.33,7,2.0,,,,Valle D'Aosta Torrette,DOC,Valle D'Aosta Torrette,Chateau Feuillet,Valle D'Aosta,1★-3★,10-14,Petit Rouge 90% – Mayolet 10%,Boeuf bourguignon con polenta,nd,1★-3★,nd,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,8k,5,acciaio,steel,,,Italy,,,
2,0002071,,,,,,,,,,,,,2017,Superieur,Valle D'Aosta Torrette Superieur,DOC,Valle D'Aosta Torrette,Chateau Feuillet,Valle D'Aosta,3,20-24,Petit Rouge 100%,Risotto al bleu e mocetta,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,5k,10,botte,oak,"Rosso rubino vivace. Profilo olfattivo dagli invitanti profumi di marasca e fragola, seguiti da azalea e rododendro, toni pungenti di pepe  e anice sono accompagnati da una finale verve balsamica. All'assaggio mostra i muscoli anche grazie a un tannino giovanile e guizzante, avvolge il palato riportando in primo piano  i piccoli frutti rossi. Matura per 10 mesi in tonneau ",,Italia,,,
2,0002071,,,,,,,,,,,,,2018,Superieur,Valle D'Aosta Torrette Superieur,DOC,Valle D'Aosta Torrette,Chateau Feuillet,Valle D'Aosta,3,20-24,Petit Rouge 100%,nd,86,3,86,3,86,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14.5,4k,12,botte,oak,,,Italia,,,
2,0002071,,,,,,,,,,,,,2019,Superieur,Valle D'Aosta Torrette Superieur,DOC,Valle D'Aosta Torrette,Chateau Feuillet,Valle D'Aosta,3,25-29,Petit Rouge 100%,nd,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,15,4k,12,botte,oak,,,Italia,,,
1,0002071-1,1.02,12,0.44,10,,0,,12,0.44,10,3.0,,,Superieur,Valle D'Aosta Torrette Superieur,DOC,Valle D'Aosta Torrette,Chateau Feuillet,Valle D'Aosta,3★,25-29,Petit Rouge 100%,Risotto al bleu e mocetta,86.0,3★,86.0,3★,86.0,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,15,4k-5k,12,botte,oak,,,Italy,,,
2,0002072,,,,,,,,,,,,,2014,,Valle D'Aosta Torrette,DOC,Valle D'Aosta Torrette,Crotta Di Prado,Valle D'Aosta,2,5-9,Petit Rouge 80% – Premetta 10%  – Cornalin 5% – Fumin 5%,Zuppa d'orzo,84,2,84,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,3k,6,acciaio,steel,Rubino vivace. Al naso emergono sentori di violetta e di piccoli frutti rossi, seguiti da note di sottobosco e delicate nuance di timo. Il sorso  è suadente e di buona freschezza, con tannino levigato e finale di media persistenza. Sosta per 6 mesi in acciaio. ,,Italia,,,
2,0002072,,,,,,,,,,,,,2015,,Valle D'Aosta Torrette,DOC,Valle D'Aosta Torrette,Crotta Di Prado,Valle D'Aosta,3,10-14,Petit Rouge 100%,Merenda Valdostana,85,3,85,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,3k,6,acciaio,steel,Veste rosso rubino. L'esordio olfattivo profuma di fragoline di bosco, lamponi e mirtilli, adagiati su uno sfondo floreale di rosa e  viola. Un accenno di felce. Il sorso di garbata corrispondenza si introduce fresco, con spunti fruttati e floreali, che sfumano dolcemente prima di spegnersi. Solo acciaio per 6 mesi. ,,Italia,,,
2,0002072,,,,,,,,,,,,,2018,,Valle D'Aosta Torrette,DOC,Valle D'Aosta Torrette,Crotta Di Prado,Valle D'Aosta,1,10-14,Petit Rouge 100%,nd,79,1,79,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,5k,6,acciaio,steel,,,Italia,,,
2,0002072,,,,,,,,,,,,,2019,,Valle D'Aosta Torrette,DOC,Valle D'Aosta Torrette,Crotta Di Prado,Valle D'Aosta,3,10-14,Petit Rouge 100%,nd,85,3,85,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,5k,6,acciaio,steel,,,Italia,,,
1,0002072-1,0.80,9,0.77,17,,0,,9,0.77,17,2.3,,,,Valle D'Aosta Torrette,DOC,Valle D'Aosta Torrette,Crotta Di Prado,Valle D'Aosta,1★-3★,10-14,Petit Rouge – Premetta – Cornalin – Fumin,Zuppa d'orzo – Merenda Valdostana,nd,1★-3★,nd,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,2k,6,acciaio,steel,,,Italy,,,
2,0002078,,,,,,,,,,,,,2019,,Valle D'Aosta Torrette,DOC,Valle D'Aosta Torrette,Di Barrò,Valle D'Aosta,3,10-14,Petit Rouge 90% – Altri 10%,nd,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,2k,12,acciaio,steel,,,Italia,,,
1,0002078-1,0.34,4,0.33,7,,0,,4,0.33,7,3.0,,,,Valle D'Aosta Torrette,DOC,Valle D'Aosta Torrette,Di Barrò,Valle D'Aosta,3★,10-14,Petit Rouge 90% – Altri 10%,nd,nd,3★,nd,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,2k,12,acciaio,steel,,,Italy,,,
2,0002097,,,,,,,,,,,,,2015,Superieur,Valle D'Aosta Torrette Superieur,DOC,Valle D'Aosta Torrette,Di Barrò,Valle D'Aosta,3,25-29,Petit Rouge 90% – Altri 10%,Prosciutto cotto alla brace,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,1k,10,acciaio,steel,Acceso rosso rubino. Una prorompente  presenza di piccoli frutti rossi, su tutti ribes  e lamponi, e di erba tagliata avvolge l'olfatto.  Seguono toni più tenui di ciclamino e violetta.  Al palato è delicato, dai tannini levigati, e  riassume le sensazioni olfattive. Fermenta e | matura in acciaio per 10 mesi. ,,Italia,,,
2,0002097,,,,,,,,,,,,,2016,Superieur,Valle D'Aosta Torrette Superieur,DOC,Valle D'Aosta Torrette,Di Barrò,Valle D'Aosta,3,15-19,Petit Rouge 90% – Altri 10%,Carbonada di vitello con polenta,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,2k,24,acciaio,steel,Rosso rubino intenso con luminosi riflessi violacei. Profilo olfattivo elegante, composto da fragola e ribes rosso, poi more e frutti di bosco, con un finale ben scandito e leggermente speziato. Buona progressione gustativa al palato, fresco e gradevolmente tannico, che si allunga sui ricordi di piccoli frutti rossi. Riposa | in vasche d'acciaio per 24 mesi. ,,Italia,,,
1,0002097-1,0.68,8,0.46,10,,0,,8,0.46,10,3.0,,,Superieur,Valle D'Aosta Torrette Superieur,DOC,Valle D'Aosta Torrette,Di Barrò,Valle D'Aosta,3★,15-19,Petit Rouge 90% – Altri 10%,Prosciutto cotto alla brace – Carbonada di vitello con polenta,nd,3★,nd,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,1k-2k,10-24 mesi in acciaio,acciaio,steel,,,Italy,,,
2,0002077,,,,,,,,,,,,,2010,Superieur,Valle D'Aosta Torrette Superieur Ostro,DOC,Valle D'Aosta Torrette,Di Barrò,Valle D'Aosta,3,25-29,Petit Rouge 90% – Altri 10%,Carbonada di vitello,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,1k,36,acciaio,steel,Rosso rubino profondo. Coinvolgente per  la varietà dei profumi: ciliegie sotto spirito, polvere di caffè, chinotto e pot-pourri di rose compongono il complesso ventaglio olfattivo. Sensazioni di piccoli frutti rossi e lamponi si mischiano allo zenzero e al muschio umido di bosco. Assaggio caldo e avvolgente. Lungo in bocca, chiude sfumando su sensazioni floreali Sosta per 36 mesi in acciaio. ,,Italia,,,
2,0002077,,,,,,,,,,,,,2011,Superieur,Valle D'Aosta Torrette Superieur Ostro,DOC,Valle D'Aosta Torrette,Di Barrò,Valle D'Aosta,3,30-34,Petit Rouge 90% – Altri 10%,Guancia di vitello al forno,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14.5,1k,36,acciaio,steel,Fitto rosso rubino. Riconoscimenti intensi di felce, terra umida e pellame. Sentori fruttati, tra cui spicca l'amarena sotto spirito, seguiti da un piacevole pot-pourri di piccoli frutti rossi. Equilibrato e di pronta beva, dal tannino sottile, conclude con persistenti ritorni di frutta, lasciando la bocca netta e saporita. Per 36 mesi in vasche di acciaio prima dell'imbottigliamento. ,,Italia,,,
2,0002077,,,,,,,,,,,,,2015,Superieur,Valle D'Aosta Torrette Superieur Ostro,DOC,Valle D'Aosta Torrette,Di Barrò,Valle D'Aosta,3,25-29,Petit Rouge 90% – Altri 10%,nd,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14.5,1k,36,acciaio,steel,,,Italia,,,
1,0002077-1,1.02,12,0.44,10,,0,,12,0.44,10,3.0,,,Superieur,Valle D'Aosta Torrette Superieur Ostro,DOC,Valle D'Aosta Torrette,Di Barrò,Valle D'Aosta,3★,25-29,Petit Rouge – Premetta – Cornalin – Fumin,Carbonada di vitello – Guancia di vitello al forno,nd,3★,nd,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14.5,1k,36,acciaio,steel,,,Italy,,,
2,0002083,,,,,,,,,,,,,2019,,Valle D'Aosta Torrette,DOC,Valle D'Aosta Torrette,Didier Gerbelle,Valle D'Aosta,2,10-14,Petit Rouge 80% – Cornalin 7% – Fumin 7% – Altri 6%,nd,82,2,82,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,20k,-,-,-,,,Italia,,,
1,0002083-1,0.12,1,0.11,2,,0,,1,0.11,2,2.0,,,,Valle D'Aosta Torrette,DOC,Valle D'Aosta Torrette,Didier Gerbelle,Valle D'Aosta,2★,10-14,Petit Rouge 80% – Cornalin 7% – Fumin 7% – Altri 6%,nd,nd,2★,nd,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13,20k,-,-,-,,,Italy,,,
2,0002098,,,,,,,,,,,,,2015,Superieur,Valle D'Aosta Torrette Superieur,DOC,Valle D'Aosta Torrette,Didier Gerbelle,Valle D'Aosta,3,20-24,Petit Rouge 70% – Cornalin 10% – Fumin 10% – Premetta 10%,Tagliolini al ragù di lepre,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,14,1k,12,botte,oak,Rubino con riflessi porpora. Attacca con fragranti cenni di corteccia e resina di pino, a seguire ricordi di violette e fiori rossi di campo, poi melissa e chiodi di garofano. l'assaggio risulta fresco e sapido, con ritorni di tabacco e polvere di caffè. Chiude sfumando su sensazioni fruttate e sapide. Sosta in legno di rovere per 12 mesi. ,"Questa annata conteneva anche ""Na!"" nel nome",Italia,,,
2,0002098,,,,,,,,,,,,,2016,Superieur,Valle D'Aosta Torrette Superieur,DOC,Valle D'Aosta Torrette,Didier Gerbelle,Valle D'Aosta,3,20-24,Petit Rouge 70% – Cornalin 10% – Fumin 10% – Premetta 10%,nd,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,7k,12,botte,oak,,,Italia,,,
1,0002098-1,0.68,8,0.36,8,,0,,8,0.36,8,3.0,,,Superieur,Valle D'Aosta Torrette Superieur,DOC,Valle D'Aosta Torrette,Didier Gerbelle,Valle D'Aosta,3★,20-24,Petit Rouge 70% – Cornalin 10% – Fumin 10% – Premetta 10%,Tagliolini al ragù di lepre,nd,3★,nd,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,1k-7k,12,botte,oak,,"L'annata 2015 conteneva anche ""Na!"" nel nome",Italy,,,
2,0002095,,,,,,,,,,,,,2014,Superieur,Valle D'Aosta Torrette Superieur Vigne Tsancognein,DOC,Valle D'Aosta Torrette,Didier Gerbelle,Valle D'Aosta,3,10-14,Petit Rouge 70% – Fumin 20% – Cornalin 5% – Premetta 5%,Filetto al bleu d'Aoste,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,3k,12,botte grande,big oak,Luminosa livrea rubino, accarezzata da smaglianti riflessi porpora. Profuma di ciliegia sotto spirito, confettura di ribes nero, pepe e rosa canina. La calibrata presenza alcolica  si lascia sedurre da una trama tannica sapientemente tornita. Fermentazione e successiva maturazione per un anno in botti di rovere da 12 ettolitri ,,Italia,,,
2,0002095,,,,,,,,,,,,,2016,Superieur,Valle D'Aosta Torrette Superieur Vigne Tsancognein,DOC,Valle D'Aosta Torrette,Didier Gerbelle,Valle D'Aosta,3,20-24,Petit Rouge 70% – Fumin 20% – Cornalin 5% – Premetta 5%,Risotto ai quattro formaggi,86,3,86,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,2k,12,botte grande,big oak,"Rosso rubino con riflessi porpora. Sensazioni olfattive ricche e variegate di mora di bosco, marasca, viola mammola, cannella, noce moscata, erba tagliata, chiude con cenni  di sottobosco e legno d'acacia. In bocca la freschezza e tannini vivaci ma non invadenti creano un sorso dall'impatto intrigante e dal lungo finale fruttato. In botti grandi di rovere per 12 mesi ",,Italia,,,
1,0002095-1,0.68,8,0.36,8,,0,,8,0.36,8,3.0,,,Superieur,Valle D'Aosta Torrette Superieur Vigne Tsancognein,DOC,Valle D'Aosta Torrette,Didier Gerbelle,Valle D'Aosta,3★,20-24,Petit Rouge 70% – Fumin 20% – Cornalin 5% – Premetta 5%,Filetto al bleu d'Aoste – Risotto ai quattro formaggi,nd,3★,nd,nd,nd,,Valle D'Aosta Red Wines,Rosso Fermo,Red Wine,13.5,2k-3k,12,botte grande,big oak,,,Italy,,,
