Entry,Ref,OLDRS,RS,RAWQP,QP,RS2,RAWQP2,QP2,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0000660,,,,,,,,,,,,,2016,Superiore – Riserva,Cesanese Di Olevano Romano Superiore Riserva Kosmos,DOC,Cesanese Di Olevano Romano,Marco Antonelli,Lazio,4,20-24,Cesanese 100%,Stufato di cinghiale,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,15,2,12+18,acciaio+botte grande,steel+big oak,"Rubino intenso con riflessi granato. Intenso e variegato il ventaglio di aromi fruttati di prugna e ciliegia, cioccolato, tabacco dolce, china  e spezie scure; lievi cenni di viola, ginepro e bergamotto alleviano i toni eterei, rilasciando freschezza ed eleganza. Sorso morbido e teso allo stesso tempo: dalla struttura autorevole, ma preciso e gustoso, con solida ossatura minerale; il tannino di pregevole fattura invita a un nuovo sorso; chiude lungo, saporito e con ritorni fruttati. ",,Italy,,,
2,0000660,,,,,,,,,,,,,2017,Superiore – Riserva,Cesanese Di Olevano Romano Superiore Riserva Kosmos,DOC,Cesanese Di Olevano Romano,Marco Antonelli,Lazio,3,20-24,Cesanese 100%,Roast-beef all'inglese con salsa tartara,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,15,2,12+18,acciaio+botte grande,steel+big oak,"Rubino con bordo granato. ll corredo olfattivo si dispone sui toni dei petali di rosa essiccati, delle amarene sotto spirito, con tabacco e  cannella; seguono echi di humus, corteccia e resina. Deciso e dinamico il sorso, sostenuto da una vivace freschezza e da un tannino  ancora giovanile. Finale duraturo con richiami retrolfattivi coerenti. ",,Italy,,,
1,0000660-1,4.32,27,1.23,33,24,1.10,19,,0,,4.0,,,Superiore – Riserva,Cesanese Di Olevano Romano Superiore Riserva Kosmos,DOC,Cesanese Di Olevano Romano,Marco Antonelli,Lazio,3★-5★,20-24,Cesanese 100%,Guancia di maiale brasata – Stufato di cinghiale – Roast-beef all'inglese con salsa tartara,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,15,2k-3k,12+18,acciaio+botte grande,steel+big oak,,,Italy,,,
2,0000659,,,,,,,,,,,,,2015,Superiore,Cesanese Di Olevano Romano Superiore Tyto,DOC,Cesanese Di Olevano Romano,Marco Antonelli,Lazio,3,15-19,Cesanese 100%,Filetto di angus alla griglia,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,3,-,-,-,"Rubino con nette sfumature granato. | profumi iniziali ruotano intorno al frutto rosso scuro,  la marasca, espressione diretta del varietale. Seguono spunti di macchia mediterranea ed echi balsamici. Intenso e concentrato al sorso, rispecchia l'espressione olfattiva. Molto fresco, con tannini morbidi e vellutati, nell'insieme  è diretto e appagante. Termina con un lungo finale vanigliato. ",,Italy,,,
2,0000659,,,,,,,,,,,,,2017,Superiore,Cesanese Di Olevano Romano Superiore Tyto,DOC,Cesanese Di Olevano Romano,Marco Antonelli,Lazio,2,15-19,Cesanese 100%,nd,84,,84,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,2,-,-,-,,,Italy,,,
1,0000659-1,0.45,3,0.17,5,3,0.15,3,,0,,2.5,,,Superiore,Cesanese Di Olevano Romano Superiore Tyto,DOC,Cesanese Di Olevano Romano,Marco Antonelli,Lazio,2★-3★,15-19,Cesanese 100%,Filetto di angus alla griglia,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,2k-3k,-,-,-,,,Italy,,,
2,0000646,,,,,,,,,,,,,2014,,Cesanese Di Olevano Romano Consilium,DOC,Cesanese Di Olevano Romano,Migrante,Lazio,2,10-14,Cesanese 100%,Gnocchetti con ragù di vaccinara,84,,84,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,6,12,botte piccola,small oak,Rubino tenue con riflessi granato. Dispiega aromi di ciliegia sotto spirito e piccoli frutti scuri insieme a sentori di terra bagnata ed erbe aromatiche; refoli balsamici di lavanda completano il quadro. La struttura è sorretta da componenti gliceriche decise e tannini morbidi.,,Italy,,,
2,0000646,,,,,,,,,,,,,2017,,Cesanese Di Olevano Romano Consilium,DOC,Cesanese Di Olevano Romano,Migrante,Lazio,5,10-14,Cesanese 100%,Costolette di agnello marinate,91,,91,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,3,24,acciaio,steel,"Granato con bagliori aranciati. Austero il quadro olfattivo di mac- chia mediterranea, prugna secca, alloro, cioccolato scuro che si legano in armonia a china, spezie dolci, cuoio e ceralacca. Mor- bido l'assaggio, in ideale equilibrio con la freschezza e i tannini ben levigati. Lungo il finale",,Italy,,,
1,0000646-1,3.10,19,1.62,44,17,1.44,25,,0,,3.5,,,,Cesanese Di Olevano Romano Consilium,DOC,Cesanese Di Olevano Romano,Migrante,Lazio,2★-5★,10-14,Cesanese 100%,Gnocchetti con ragù di vaccinara – Costolette di agnello marinate,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,4k-13k,24 mesi in acciaio o 12 mesi in barrique,acciaio,steel,,,Italy,,,
2,0000648,,,,,,,,,,,,,2011,Dolce,Cesanese Di Olevano Romano Dolce Olevano,DOC,Cesanese Di Olevano Romano,Migrante,Lazio,3,15-19,Cesanese 100%,Panpepato di Olevano,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,16,3,-,-,-,"Rosso granato scuro, molto consistente. Suadente al naso, offre sensazioni di humus, foglie bagnate, incenso, carruba, frutta secca, fichi al forno e datteri, che poi lasciano spazio ai richiami di caramella d'orzo, mandorla tostata, marzapane, caffè e cioccolato fondente. Il gusto è pieno e avvolgente,  caldo e deciso. ll tannino finemente disciolto caratterizza la gradevole persistenza. Il palato è dolce, ma sostenuto da inattesa freschezza; nel finale ricordi di cioccolatino alla ciliegia.",,Italy,,,
1,0000648-1,0.34,2,0.13,3,2,0.11,2,,0,,3.0,,,Dolce,Cesanese Di Olevano Romano Dolce Olevano,DOC,Cesanese Di Olevano Romano,Migrante,Lazio,3★,15-19,Cesanese 100%,Panpepato di Olevano,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,16,3k,-,-,-,,,Italy,,,
2,0000647,,,,,,,,,,,,,2011,,Cesanese Di Olevano Romano Sigillum,DOC,Cesanese Di Olevano Romano,Migrante,Lazio,4,15-19,Cesanese 100%,Vitello arrosto con castagne,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,5,24+12,acciaio,steel,"Rosso granato con bagliori rubino. Preludio olfattivo di fiori e frutta: viola essiccata, visciola, mirtillo e confettura di prugna, presto raggiunti da profumi di sottobosco, ginepro, pino, pepe rosa, rosmarino, menta e tabacco, che si susseguono senza sosta e anticipano la china. Bocca pulita all'assaggio, con tannicità evidente ben equilibrata da morbidezza e alcolicità. Lunga e sostenuta la persistenza. Non filtrato.",,Italy,,,
2,0000647,,,,,,,,,,,,,2012,,Cesanese Di Olevano Romano Sigillum,DOC,Cesanese Di Olevano Romano,Migrante,Lazio,4,15-19,Cesanese 100%,nd,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,5,12+12,acciaio,steel,,,Italy,,,
1,0000647-1,2.00,13,0.74,20,11,0.66,11,,0,,4.0,,,,Cesanese Di Olevano Romano Sigillum,DOC,Cesanese Di Olevano Romano,Migrante,Lazio,4★,15-19,Cesanese 100%,Vitello arrosto con castagne,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,5k,12-24 mesi in acciaio + 12 mesi in barrique,acciaio,steel,,,Italy,,,
2,0000648,,,,,,,,,,,,,2017,,Cesanese Di Olevano Romano Terre Olibani,DOC,Cesanese Di Olevano Romano,Migrante,Lazio,3,15-19,Cesanese 100%,nd,88,,88,,na,Lazio Cesanese,Rosso fermo,Red Wine,13,2,24,acciaio,steel,,,Italy,,,
1,0000648-1,0.34,2,0.13,3,2,0.11,2,,0,,3.0,,,,Cesanese Di Olevano Romano Terre Olibani,DOC,Cesanese Di Olevano Romano,Migrante,Lazio,3★,15-19,Cesanese 100%,nd,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,13,2k,24,acciaio,steel,,,Italy,,,
2,0000651,,,,,,,,,,,,,2016,,Cesanese Di Olevano Romano Calitro,DOC,Cesanese Di Olevano Romano,Piero Riccardi,Lazio,3,20-24,Cesanese d'affile 100%,Cinghiale in umido,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,2,12,botte,oak,"Vivace rosso rubino, il quadro olfattivo è coinvolgente, con diverse sfumature che vanno dai fiori alla frutta: petali di rosa e genziana, frutti rossi, confettura di prugna; sullo sfondo aliti di cannella e chiodi di garofano. In bocca  è l'eleganza la caratteristica saliente. Trama tannica di buona fattura, che fa presagire un lungo futuro.",,Italy,,,
2,0000651,,,,,,,,,,,,,2017,,Cesanese Di Olevano Romano Calitro,DOC,Cesanese Di Olevano Romano,Piero Riccardi,Lazio,4,25-29,Cesanese d'affile 100%,Costoletta di agnello alla menta,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,2,12,botte,oak,"Rosso rubino luminoso con lievi sfumature porpora. Intensi riconoscimenti di prugna, ciliegie e frutti di bosco in confettura si uniscono a erbe aromatiche della macchia mediterranea e a una fine speziatura di bacche di ginepro e chiodi di garofano; chiude con cenni di cacao e liquirizia. L'impatto gustativo è armonioso e la trama tannica di nobile fattura. La persistenza è permeata da una piacevole sapidità. ",,Italy,,,
1,0000651-1,1.34,8,0.31,8,7,0.28,5,,0,,3.5,,,,Cesanese Di Olevano Romano Calitro,DOC,Cesanese Di Olevano Romano,Piero Riccardi,Lazio,4★,25-29,Cesanese d'affile 100%,Cinghiale in umido – Costoletta di agnello alla menta,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,2k,12,botte,oak,,,Italy,,,
2,0000650,,,,,,,,,,,,,2016,,Cesanese Di Olevano Romano Collepazzo,DOC,Cesanese Di Olevano Romano,Piero Riccardi,Lazio,3,15-19,Cesanese d'affile 100%,nd,87,,87,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,8,20,cemento,concrete,,,Italy,,,
2,0000650,,,,,,,,,,,,,2017,,Cesanese Di Olevano Romano Collepazzo,DOC,Cesanese Di Olevano Romano,Piero Riccardi,Lazio,4,15-19,Cesanese d'affile 100%,Fagianella ripiena,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,13,8,20,cemento,concrete,"Rubino scuro. Esordio al naso con bacche selvatiche, sentori di more, riverberi di viola, per poi proseguire su tracce eteree e di resina, lasciando spazio a polvere di caffè, tabacco  e spezie dolci. Al gusto è pieno e strutturato;  il tannino conquista il palato; mentre la morbidezza e la sapidità accompagnano la pregevole persistenza.",,Italy,,,
2,0000650,,,,,,,,,,,,,2018,,Cesanese Di Olevano Romano Collepazzo,DOC,Cesanese Di Olevano Romano,Piero Riccardi,Lazio,3,15-19,Cesanese d'affile 100%,Fini fini alla ciociaria,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,7,12,botte,oak,Vestito rosso rubino. Sprigiona aromi di mirtilli e ribes appena raccolti; spezie dolci  ed erbette aromatiche incorniciano il quadro. AI gusto è immediato. Garbato il tannino. Nel finale la freschezza è sostenuta dalla sapidità.,,Italy,,,
2,0000650,,,,,,,,,,,,,2019,,Cesanese Di Olevano Romano Collepazzo,DOC,Cesanese Di Olevano Romano,Piero Riccardi,Lazio,4,15-19,Cesanese d'affile 100%,nd,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,15,12,botte,oak,,,Italy,,,
1,0000650-1,2.68,17,0.99,27,15,0.88,15,,0,,3.5,,,,Cesanese Di Olevano Romano Collepazzo,DOC,Cesanese Di Olevano Romano,Piero Riccardi,Lazio,3★-4★,15-19,Cesanese d'affile 100%,Fagianella ripiena – Fini fini alla ciociaria,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,7k-15k,12-20 mesi in cemento o botte,botte,oak,,,Italy,,,
2,0000649,,,,,,,,,,,,,2016,,Cesanese Di Olevano Romano Neccio,DOC,Cesanese Di Olevano Romano,Piero Riccardi,Lazio,3,25-29,Cesanese d'affile 100%,Coratella alla romana,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,1,10,botte,oak,"Rosso rubino. Toni speziati e tostati avvolgono rimandi di confettura di frutta rossa; un bouquet floreale in chiusura. Al palato l'impatto è immediato, con ricca sapidità ereditata dalle terre vulcaniche.",,Italy,,,
2,0000649,,,,,,,,,,,,,2017,,Cesanese Di Olevano Romano Neccio,DOC,Cesanese Di Olevano Romano,Piero Riccardi,Lazio,3,30-34,Cesanese d'affile 100%,Tortelli al tartufo,85,,85,,na,Lazio Cesanese,Rosso fermo,Red Wine,13,1,20,botte,oak,"Rubino profondo. Intensa speziatura, con  | evidenze di tostature, tabacco, rabarbaro, grafite; ricordi di mirtilli e ribes e una scia mentolata. Dinamico, con un'adeguata  | acidità che accompagna e rinfresca la bocca pervasa da un tannino vivace; chiusura calda ed equilibrata. ",,Italy,,,
2,0000649,,,,,,,,,,,,,2018,,Cesanese Di Olevano Romano Neccio,DOC,Cesanese Di Olevano Romano,Piero Riccardi,Lazio,3,30-34,Cesanese d'affile 100%,Pecorino di media stagionatura,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,2,12,botte,oak,"Rubino profondo. Frutta rossa, cannella, chiodi di garofano e soffi balsamici impreziosiscono il profilo odoroso. Assaggio saporito e fresco; una discreta tannicità accompagna il finale, insieme a una scia lievemente sapida.",,Italy,,,
2,0000649,,,,,,,,,,,,,2019,,Cesanese Di Olevano Romano Neccio,DOC,Cesanese Di Olevano Romano,Piero Riccardi,Lazio,4,25-29,Cesanese d'affile 100%,Capretto al forno,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,2,12,botte,oak,"Ammaliante rosso cremisi. Bouquet di amarene, frutti di bosco, mirto, alloro, ginepro, cannella e liquirizia. Arricchiscono la chiu- sura cacao e incenso. L'assaggio, dinamico e appagante, è in equilibrio tra la piacevole spalla acida e il tannino presente, ma garbato. Lungo il ritorno olfattivo",,Italy,,,
1,0000649-1,2.02,13,0.47,13,11,0.42,7,,0,,3.3,,,,Cesanese Di Olevano Romano Neccio,DOC,Cesanese Di Olevano Romano,Piero Riccardi,Lazio,3★-4★,25-29,Cesanese d'affile 100%,Coratella alla romana – Tortelli al tartufo – Pecorino di media stagionatura – Capretto al forno,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,1k-2k,10-20 mesi in botte,botte,oak,,,Italy,,,
2,0000652,,,,,,,,,,,,,2015,Riserva,Cesanese Di Olevano Romano Riserva Collepazzo,DOC,Cesanese Di Olevano Romano,Piero Riccardi,Lazio,4,55-59,Cesanese d'affile 100%,Abbacchio a scottadito,90,,90,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,4,24,botte,oak,"Luminoso rosso rubino dalle venature color porpora. Profumo avvolgente e ricco, composto da ciliegie e frutti di bosco in confettura, pot-pourri, fine speziatura di bacche di ginepro e pepe nero; una scia balsamica e di frutta sotto spirito sul finale. Al gusto è intenso, sapido, con tannini ben smussati. Ottima espressione delle terre di questa azienda, è frutto delle uve di entrambi i vigneti.",,Italy,,,
2,0000652,,,,,,,,,,,,,2013,Riserva,Cesanese Di Olevano Romano Riserva Collepazzo,DOC,Cesanese Di Olevano Romano,Piero Riccardi,Lazio,5,15-19,Cesanese d'affile 100%,Maiale nero con riduzione al vino,91,,91,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,4,24,botte,oak,"Rosso rubino. Bouquet ricco e deciso: aromi di frutti di bosco, prugna e ciliegia in confettura evolvono in cuoio, tabacco, chiodi di garofano, cioccolato; un floreale di rosa e viola si dispiega su tratti di bacche di ginepro, sensazioni balsamiche e liquirizia. Al palato la trama tannica è ben ricamata e completamente integrata; sorso di struttura e alcolicità apprezzabili, lungo, con elegante finale di rabarbaro e tè nero. In tutta la progressione emergono grande finezza e grazia.",,Italy,,,
1,0000652-1,3.98,25,1.47,40,22,1.31,22,,0,,4.5,,,Riserva,Cesanese Di Olevano Romano Riserva Collepazzo,DOC,Cesanese Di Olevano Romano,Piero Riccardi,Lazio,4★-5★,15-19,Cesanese d'affile 100%,Abbacchio a scottadito – Maiale nero con riduzione al vino,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,4k,24,botte,oak,,,Italy,,,
2,0000654,,,,,,,,,,,,,2010,Riserva,Cesanese Di Olevano Romano Riserva Tenuta Al Campo,DOC,Cesanese Di Olevano Romano,Proietti,Lazio,4,15-19,Cesanese d'affile 100%,Maltagliati al ragù,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,5,12,botte grande,big oak,"Granato luminoso. Naso essenzialmente fruttato, caratterizzato da ciliegia e mora di gelso, striato da sfumature minerali di cenere. In bocca è intenso, piacevolmente fresco e  di buona beva. Tannino elegante in evidenza. Lascia la bocca pulita e persiste a lungo.",,Italy,,,
2,0000654,,,,,,,,,,,,,2012,Riserva,Cesanese Di Olevano Romano Riserva Tenuta Al Campo,DOC,Cesanese Di Olevano Romano,Proietti,Lazio,4,15-19,Cesanese d'affile 100%,Maialino in crosta,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,5,12,botte grande,big oak,"Granato di eccellente consistenza. Esordio eloquente con confettura di ciliegia e prugna, violetta appassita e rabarbaro. Nuance speziate di pepe rosa, chiodi di garofano, poi sentori tostati di cacao e tabacco, con una scia balsamica di eucalipto in chiusura. Bocca pulita ed elegante, in cui la freschezza e il tannino  ben estratto bilanciano la dotazione calorica, Intensità e persistenza vanno di pari passo sul finale in crescendo.",,Italy,,,
2,0000654,,,,,,,,,,,,,2015,Riserva,Cesanese Di Olevano Romano Riserva Tenuta Al Campo,DOC,Cesanese Di Olevano Romano,Proietti,Lazio,4,15-19,Cesanese d'affile 100%,Spaghetti alla gricia,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,1,12,botte grande,big oak,"Elegante rubino intenso che sfuma sul bordo granato. Inizialmente restio, regala col tempo sensazioni intense e, al contempo, austere. | sentori di mora e cassis precedono quelli di caffè e timo, per finire in una caratterizzante scia solfurea. Sorso avvolgente. Il sostegno di un tannino di ottima fattura affianca una decisa vena sapida. ",,Italy,,,
2,0000654,,,,,,,,,,,,,2016,Riserva,Cesanese Di Olevano Romano Riserva Tenuta Al Campo,DOC,Cesanese Di Olevano Romano,Proietti,Lazio,3,15-19,Cesanese 80% – Cesanese d'affile 20%,Stinco di vitello con riduzione al vino rosso,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,15,3,12,botte grande,big oak,"Rubino vivo con orlo granato. Maestoso all'olfatto, con richiami di more di rovo, amarene, sottobosco, tabacco cubano, speziatura dolce e sottofondo balsamico. Attacco fresco e gustoso, con generosa dotazione alcolica e tannini levigati, in un quadro di buon equilibrio, pervaso da giusta sapidità; finale lungo e coerente.",,Italy,,,
1,0000654-1,3.34,21,1.24,33,19,1.10,19,,0,,3.8,,,Riserva,Cesanese Di Olevano Romano Riserva Tenuta Al Campo,DOC,Cesanese Di Olevano Romano,Proietti,Lazio,3★-4★,15-19,Cesanese – Cesanese d'affile,Maltagliati al ragù – Maialino in crosta – Spaghetti alla gricia – Stinco di vitello con riduzione al vino rosso,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,15,1k-5k,12 mesi in botte grande + 12-18 mesi in bottiglia,botte grande,big oak,,,Italy,,,
2,0000653,,,,,,,,,,,,2017,2014,Superiore,Cesanese Di Olevano Romano Superiore Tenuta Al Campo,DOC,Cesanese Di Olevano Romano,Proietti,Lazio,3,10-14,Cesanese 80% – Cesanese d'affile 20%,Coda alla vaccinara,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,20,8,cemento,concrete,"Rosso rubino tendente al granato. Olfatto evoluto che inizia a presentare note terziarie. In evidenza le spezie dolci: tabacco e chiodi  di garofano, poi sbuffi mentolati, ricordi di confettura di ciliegie e amarena. In bocca è snello, avvolgente e morbido anche grazie alla decisa dotazione calorica. ",,Italy,,,
2,0000653,,,,,,,,,,,,2018,2015,Superiore,Cesanese Di Olevano Romano Superiore Tenuta Al Campo,DOC,Cesanese Di Olevano Romano,Proietti,Lazio,3,10-14,Cesanese 80% – Cesanese d'affile 20%,Pappardelle al ragù di anatra,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,20,12,cemento,concrete,"Rubino con sfumature granato, consistente. Incipit olfattivo su sentori floreali di peonia  e agrumati di arancia sanguinella, affiancati  da cenni speziati di noce moscata. Ricordi di frutta secca e mineralità completano il quadro. La freschezza asseconda la beva grazie a un tannino vellutato e di buona fattura, alcol ben integrato nella struttura e lunga persistenza,",,Italy,,,
2,0000653,,,,,,,,,,,,2019,2016,Superiore,Cesanese Di Olevano Romano Superiore Tenuta Al Campo,DOC,Cesanese Di Olevano Romano,Proietti,Lazio,3,10-14,Cesanese 80% – Cesanese d'affile 20%,Lingua di vitello alla genovese,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,24,12,cemento,concrete,"Veste rubino con orlo granato. Sono le rosse note di ciliegia amarena sotto spirito e viola mammola a caratterizzare da subito l'olfatto. Si fanno strada ricordi speziati di chiodi di garofano e tabacco da pipa, mitigati da sbuffi mentolati. Un tannino ancora scalpitante  si incontra e si scontra con un'imponente dotazione alcolica; il risultato è un sorso lungo, dinamico e intrigante.",,Italy,,,
2,0000653,,,,,,,,,,,,2020,2017,Superiore,Cesanese Di Olevano Romano Superiore Tenuta Al Campo,DOC,Cesanese Di Olevano Romano,Proietti,Lazio,4,10-14,Cesanese 100%,Coniglio in porchetta,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,20,12,cemento,concrete,"Rosso rubino luminoso. Offre al naso profumi di viola essiccata, marasche, melograno, cassis, ricordi di legno di cedro e sbuffi balsamici. Esordisce in bocca con giovanile freschezza, seguita da vivaci ma eleganti tannini; rimarchevole la vena sapida, mentre la chiusura, di bella lunghezza, ripropone il cassis e il succo di melograno.",,Italy,,,
2,0000653,,,,,,,,,,,,2021,2018,Superiore,Cesanese Di Olevano Romano Superiore Tenuta Al Campo,DOC,Cesanese Di Olevano Romano,Proietti,Lazio,4,10-14,Cesanese 100%,Sella di vitello ai funghi,90,,90,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,20,12,cemento,concrete,"Rosso rubino vivido. Ottima la profondità olfattiva che esordisce con frutti rossi, ciliegia arancia sanguinella, viola e prosegue su sensazioni balsamiche, bacche di ginepro, cenni di sottobosco e pepe nero. Sorso possente, con tannini gentili sapientemente integrati, freschezza interminabile e lunga persistenza balsamica.",,Italy,,,
2,0000653,,,,,,,,,,,,2022,2019,Superiore,Cesanese Di Olevano Romano Superiore Tenuta Al Campo,DOC,Cesanese Di Olevano Romano,Proietti,Lazio,5,10-14,Cesanese 100%,Salsicce con verza e patate,91,,91,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,20,10,cemento,concrete,"Rubino dall'orlo granato. Superbo l'annuncio odoroso di petali di rosa, viola, visciola in confettura e sotto spirito. Anice stellato, cioccolato, tabacco dolce s'intervallano in chiusura. Fresco e di- namico il sorso, sostenuto da un calibrato tannino che allunga interminabile su linee di china",,Italy,,,
1,0000653-1,6.00,38,3.14,85,34,2.79,48,,0,,3.7,,,Superiore,Cesanese Di Olevano Romano Superiore Tenuta Al Campo,DOC,Cesanese Di Olevano Romano,Proietti,Lazio,3★-5★,10-14,Cesanese – Cesanese d'affile,Coda alla vaccinara – Pappardelle al ragù di anatra – Lingua di vitello alla genovese – Coniglio in porchetta – Sella di vitello ai funghi,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,20k-24k,8-12 mesi in cemento,cemento,concrete,,,Italy,,,
2,0000655,,,,,,,,,,,,,2014,,Cesanese Di Olevano Romano Tenuta Al Campo,DOC,Cesanese Di Olevano Romano,Proietti,Lazio,2,5-9,Cesanese 100%,nd,84,,84,,na,Lazio Cesanese,Rosso fermo,Red Wine,13,12,8,acciaio,steel,,,Italy,,,
2,0000655,,,,,,,,,,,,,2015,,Cesanese Di Olevano Romano Tenuta Al Campo,DOC,Cesanese Di Olevano Romano,Proietti,Lazio,2,5-9,Cesanese 100%,Risotto con fegatini di pollo,84,,84,,na,Lazio Cesanese,Rosso fermo,Red Wine,13,12,8,acciaio,steel,"Rubino classico. Al naso emergono profumi fruttati e floreali, e una lieve traccia vegetale in chiusura. In bocca è gustoso e denota una piacevole freschezza e bevibilità; il tannino  è appena accennato. Sfuma su una lunga persistenza agrumata.",,Italy,,,
2,0000655,,,,,,,,,,,,,2016,,Cesanese Di Olevano Romano Tenuta Al Campo,DOC,Cesanese Di Olevano Romano,Proietti,Lazio,4,5-9,Cesanese 100%,Stinco di maiale al forno,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,13,12,8,acciaio,steel,"Manto rubino compatto e luminoso. Il corredo olfattivo mostra petali di iris, eucalipto, carrube e tabacco; sul finale, sentori minerali Emozionante al gusto, che si rivela con un sorso pieno, avvolgente, intenso e diretto, regalando un lungo equilibrio. Il tannino energico e vigoroso non risulta mai invadente. Le freschezze presenti garantiscono un lungo cammino. ",,Italy,,,
2,0000655,,,,,,,,,,,,,2017,,Cesanese Di Olevano Romano Tenuta Al Campo,DOC,Cesanese Di Olevano Romano,Proietti,Lazio,3,5-9,Cesanese 100%,Maialino allo spiedo,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,1M,8,acciaio,steel,"Accattivante e luminoso rosso rubino. Accarezza il naso con petali di rosa rossa, amarene, succo di mirtilli, screziature balsamiche e accenni di cardamomo.  Vibrante all'ingresso, in equilibrio fra la tensione della freschezza e i tannini giovanili; buona persistenza con epilogo leggermente amaricante.",,Italy,,,
1,0000655-1,1.57,10,1.41,38,9,1.25,21,,0,,2.8,,,,Cesanese Di Olevano Romano Tenuta Al Campo,DOC,Cesanese Di Olevano Romano,Proietti,Lazio,2★-4★,5-9,Cesanese 100%,Risotto con fegatini di pollo – Stinco di maiale al forno – Maialino allo spiedo,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,12k-1M,8,acciaio,steel,,,Italy,,,
2,0000657,,,,,,,,,,,,,2016,,Cesanese Di Olevano Romano,DOC,Cesanese Di Olevano Romano,Sanvitis,Lazio,3,10-14,Cesanese 100%,Bucatini all'amatriciana,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,5,18,acciaio,steel,"Rosso rubino compatto. Olfatto articolato su toni di prugne, lavanda e macchia mediterranea su uno sfondo minerale. Agile nella fresca bevuta; i tannini in via di integrazione esprimono carattere; dote alcolica sostenuta e discreta persistenza, che lascia sensazioni di confettura. ",,Italy,,,
2,0000657,,,,,,,,,,,,,2017,,Cesanese Di Olevano Romano,DOC,Cesanese Di Olevano Romano,Sanvitis,Lazio,3,10-14,Cesanese 100%,Bistecca alla cacciatora,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,5,6+3,acciaio+botte,steel+oak,"Rosso rubino vellutato. Aprono l'olfatto intensi accenni di viola e spezie, per poi cedere il passo a ciliegia, prugna, sottobosco e terra bagnata. All'assaggio la freschezza anima il sorso e i tannini accarezzano il palato, donando un buon equilibrio insieme alla componente alcolica. Duraturo il finale sapido.",,Italy,,,
