Entry,0005916,OLDRS,RS,RAWQP,QP,RS2,RAWQP2,QP2,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
1,0005358-1,1.13,9,0.56,19,,0.00,,9,0.56,9,2.8,,,Riserva,Alto Adige Pinot Nero Riserva Puntay,DOC,Alto Adige Pinot Nero,Cantina Erste Neue,Alto Adige,2★-3★,15-19,Pinot nero 100%,Saltimbocca di vitello – Stinco di maialino alla senape – Lombata di cervo con salsa al panpepato,85.0,2★-3★,85.0,nd,nd,,Alto Adige Red Wines,Rosso fermo,Red Wine,13.5,7k-10k,15,botte piccola,small oak,,,Italy,,,
2,0005383,,,,,,,,,,,,2022,2018,Riserva,Alto Adige Pinot Nero Riserva Curlan,DOC,Alto Adige Pinot Nero,Cantina Girlan,Alto Adige,5,68-72,Pinot nero 100%,Carrè d'agnello in crosta di patate,98,5,98,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,15,2,18,botte,oak,"Rosso rubino di schietta vivacità. Decisamente complesso, spri- giona energiche suggestioni di pane tostato, cardamomo e pepe di Cayenna, nuance di fragoline di bosco, ciliegia e prugna su cui intervengono tocchi eterei e di cognà. Corpo potente e suadente, tannino che parla di gioventù.",,Italy,,,
1,0005383-1,2.98,25,0.36,12,,0.00,,25,0.36,6,5.0,,,Riserva,Alto Adige Pinot Nero Riserva Curlan,DOC,Alto Adige Pinot Nero,Cantina Girlan,Alto Adige,5★,68-72,Pinot nero 100%,Carrè d'agnello in crosta di patate,98.0,5★,98.0,nd,nd,,Alto Adige Red Wines,Rosso fermo,Red Wine,15,2k,18,botte,oak,,,Italy,,,
2,0005345,,,,,,,,,,,,2017,2013,Riserva,Alto Adige Pinot Nero Riserva Trattmann Mazon,DOC,Alto Adige Pinot Nero,Cantina Girlan,Alto Adige,5,31-35,Pinot nero 100%,Sella d'agnello al ginepro,91,5,91,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14.5,20,15,botte piccola+media,small+medium oak,"Rosso rubino acceso. Naso di innegabile fascino, contrassegnato da sentori fruttati molto espressivi e concentrati  di ribes, ciliegia e mirtilli rossi; seguono caramelle alla liquirizia, tabacco dolce  e caffè. Un tannino forte e vellutato e una freschezza ben delineata integrano la nota alcolica energica. Notevole la sostanza che accompagna alla chiusura di gustosa persistenza. Maturazione per 15 mesi leagno di varie dimensioni.  ",,Italy,,,
2,0005345,,,,,,,,,,,,2018,2014,Riserva,Alto Adige Pinot Nero Riserva Trattmann Mazon,DOC,Alto Adige Pinot Nero,Cantina Girlan,Alto Adige,5,31-35,Pinot nero 100%,Brasato di manzo alla bourguignonne,92,5,92,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,13.5,30,12,botte piccola+media,small+medium oak,"Trama rosso granato luminoso.  Impatto olfattivo intrigante e variegato, contrassegnato da profumi d'incenso,  tè, pinoli, cuoio, insieme a toni fruttati di fragola, ciliegia e lampone; nel finale un pizzico di affumicatura. In bocca è snellc e agile; il sorso è caldo, con bilanciata freschezza e tannini fini e setosi. Finale interminabile. Matura in barrique e botti di rovere per 12 mesi,  ",,Italy,,,
2,0005345,,,,,,,,,,,,2019,2015,Riserva,Alto Adige Pinot Nero Riserva Trattmann Mazon,DOC,Alto Adige Pinot Nero,Cantina Girlan,Alto Adige,4,28-32,Pinot nero 100%,Beccaccia sul crostone,90,4,90,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14.5,30,12,botte piccola+media,small+medium oak,"Rubino luminoso e accattivante. Un sontuoso ventaglio odoroso abbraccia sentori di erbe aromatiche e tè, fragole, more e mirtillo rosso, violetta appassita, Vvaniglia e cioccolato. All’assaggio mostra piena coerenza ed equilibrio, con trama tannica elegante e fitta ‘Armonioso e potente, chiude in tono smorzato. Barrique e grandi botti di legno per 12 mesi.  ",,Italy,,,
2,0005345,,,,,,,,,,,,2020,2016,Riserva,Alto Adige Pinot Nero Riserva Trattmann Mazon,DOC,Alto Adige Pinot Nero,Cantina Girlan,Alto Adige,4,32-36,Pinot nero 100%,Gnocchi di polenta al ragù,89,4,89,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14.5,34,12,botte grande,big oak,"Color granato vivo. Al naso una sinfonia di riconoscimenti si integrano e alternano: ciliegia e mora, pepe  nero e anice stellato, lillà e rose, un soffio di lavanda e ricercati ricordi affumicati. Bocca avvolgente e viva, con freschezza stuzzicante; il tannino, ancora scalpitante, completa la struttura e conferisce persistenza. Di sicura longevità. Dopo la fermentazione in acciaio sosta in barrique e botti da 70 ettolitri per 12 mesi.  ",,Italy,,,
2,0005345,,,,,,,,,,,,2021,2017,Riserva,Alto Adige Pinot Nero Riserva Trattmann Mazon,DOC,Alto Adige Pinot Nero,Cantina Girlan,Alto Adige,4,32-36,Pinot nero 100%,Quaglie all'uva,90,4,90,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14.5,34,9+12,botte piccola+grande,small+big oak,"Rubino con riflessi granato. Un mix  di mora, mirtillo rosso e prugne è incorniciato da menta e legno di cedro; indugia su cenni eterei di frutta sotto spirito. In bocca entra morbido e inebriante. Al sorso alterna un tannino setoso con una ricercata vena sapida, per sfumare lentissimo su rintocchi balsamici. Attende per 12 mesi in legno colo e per 9 in botti da 70 ettolitri.  ",,Italy,,,
2,0005345,,,,,,,,,,,,2022,2018,Riserva,Alto Adige Pinot Nero Riserva Trattmann Mazon,DOC,Alto Adige Pinot Nero,Cantina Girlan,Alto Adige,5,32-36,Pinot nero 100%,Risotto alla parmigian con quaglie glassate,93,5,93,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14.5,34,9+12,botte piccola+grande,small+big oak,"Manto rubino di pregiata stoffa. Il ventaglio odoroso è notevole, dalla violetta a freschi frutti di bosco, dalla ciliegia all’amaretto, dalla nocciola tostata al gianduia. Intervengono aliti di eucalipto e mentolo, che donano freschezza. Entra in bocca con vigore, svelandosi poi di estrema finezza. R",,Italy,,,
1,0005345-1,11.95,100,2.94,100,,0.00,,100,2.94,46,4.5,,,Riserva,Alto Adige Pinot Nero Riserva Trattmann Mazon,DOC,Alto Adige Pinot Nero,Cantina Girlan,Alto Adige,4★-5★,32-36,Pinot nero 100%,Sella d'agnello al ginepro – Brasato di manzo alla bourguignonne – Beccaccia sul crostone – Gnocchi di polenta al ragù – Quaglie all'uva – Risotto alla parmigian con quaglie glassate,90.8,4★-5★,90.8,nd,nd,,Alto Adige Red Wines,Rosso fermo,Red Wine,14.5,20k-34k,9+12,botte piccola+grande,small+big oak,,,Italy,,,
2,0005360,,,,,,,,,,,,2018,2014,Riserva,Alto Adige Pinot Nero Riserva Vigna Ganger,DOC,Alto Adige Pinot Nero,Cantina Girlan,Alto Adige,5,132-156,Pinot nero 100%,Piccione selvatico con marroni glassati,91,5,91,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14.5,2,18,botte piccola+media,small+medium oak,"Manto rosso rubino trasparente e luminoso. Sprigiona nitidi profumi di cassis e ribes rosso, ginepro e nigritell avvolti da suadenti cenni evoluti di noce moscata, chiodi di garofano, cuoio, foglie di tabacco e cioccolato fondente. Denso e avvolgente, il sorso è dotato  di una trama alcolica sostenuta, tenuta a bada da una freschezza stimolante  e da pressione sapida decisa. Tannini soffici, estratti magistralmente. Sfun lentamente in una lunga chiusura. Riposa in barrique per 18 mesi e per altrettanti in bottiglia.  ",,Italy,,,
2,0005360,,,,,,,,,,,,2019,2015,Riserva,Alto Adige Pinot Nero Riserva Vigna Ganger,DOC,Alto Adige Pinot Nero,Cantina Girlan,Alto Adige,5,108-132,Pinot nero 100%,Scamone di vitello arrosto ai semi di senape,92,5,92,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14.5,2,20,botte piccola+media,small+medium oak,"Manto rubino vivace. Non si fa attendere e sfodera in apertura profumi nitidi  di lampone, ciliegia e mirtillo rosso,  per virare poi su pepe nero e chiodi di garofano, con un alito balsamico di eucalipto e un soffio di caffè in chiusura. Pieno e avvolgente, è dotato di garbata freschezza e sapidità, in sinergia con  un tannino strutturato e signorile. Epilogo lunghissimo, dagli echi speziati. Maturazione per 20 mesi in barrique.  ",,Italy,,,
2,0005360,,,,,,,,,,,,2020,2016,Riserva,Alto Adige Pinot Nero Riserva Vigna Ganger,DOC,Alto Adige Pinot Nero,Cantina Girlan,Alto Adige,5,118-142,Pinot nero 100%,Sella d'agnello alle erbe aromatiche,91,5,91,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,15,3,20,botte piccola+media,small+medium oak,"Prezioso manto color granato lucente. Elargisce con generosità confettura  di lampone, ciliegia sotto spirito e una suadente traccia balsamica di eucalipto e menta; le spezie evocano memorie di anice stellato e cannella, prima  di chiudere su raffinati tocchi fumé. Freschezza stuzzicante e una vena sapida fanno da contorno al tannino nobile e fitto. Finale infinito e delizioso, su rintocchi fruttati. Nasce in acciaio e matura per 18 mesi in barrique; poi affina in bottiglia per altri 18 mesi.  ",,Italy,,,
2,0005360,,,,,,,,,,,,2021,2017,Riserva,Alto Adige Pinot Nero Riserva Vigna Ganger,DOC,Alto Adige Pinot Nero,Cantina Girlan,Alto Adige,5,118-142,Pinot nero 100%,Medaglioni di vitello al tartufo,92,5,92,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14.5,2,18+6,botte piccola+grande,small+big oak,"Invitante rosso rubino lucente. Il profilo olfattivo, di grande raffinatezza, esprime indizi di ciliegia, ribes rosso e prugna, uniti a un alito di noce moscata e a  fini sensazioni di eucalipto e lavanda. ‘Assaggio improntato all'eleganza, senza disdegnare la potenza. La trama tannica è fitta e perfettamente leviga Opulento e maestoso, permane al palato lunghissimo, ritornando su aromi di frutta. Maturazione per 18 mesi in barrique e per 6 in grandi botti di rovere.  ",,Italy,,,
1,0005360-1,11.93,100,0.77,26,,0.00,,100,0.77,12,5.0,,,Riserva,Alto Adige Pinot Nero Riserva Vigna Ganger,DOC,Alto Adige Pinot Nero,Cantina Girlan,Alto Adige,5★,118-142,Pinot nero 100%,Piccione selvatico con marroni glassati – Scamone di vitello arrosto ai semi di senape – Sella d'agnello alle erbe aromatiche – Medaglioni di vitello al tartufo,91.5,5★,91.5,nd,nd,,Alto Adige Red Wines,Rosso fermo,Red Wine,14.5,2k-3k,18+6,botte piccola+grande,small+big oak,,,Italy,,,
2,0005346,,,,,,,,,,,,2017,2013,Riserva,Alto Adige Pinot Nero Riserva Zeno,DOC,Alto Adige Pinot Nero,Cantina Girlan,Alto Adige,5,20-24,Pinot nero 100%,Filetto di manzo alla Stroganoff,91,5,91,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14,11,14,botte,oak,"Rubino dalla trama delicata. Sentori di fragola e ciliegia in confettura si alternano a nuance di tabacco, caffè appena macinato, vaniglia e chiodi di garofano. Assaggio caldo di piacevole freschezza, che ammalia il palato con un tannino morbido e vellutato; sfuma lentamente in una lunga chiusura. Vinificazione in legno di diverse grandezze per 14 mesi ",,Italy,,,
2,0005346,,,,,,,,,,,,2018,2014,Riserva,Alto Adige Pinot Nero Riserva Zeno,DOC,Alto Adige Pinot Nero,Cantina Girlan,Alto Adige,3,20-24,Pinot nero 100%,Anatra alla pechinese,88,3,88,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,13.5,10,14,botte,oak,"Rosso rubino luminoso e limpido. Al naso emana raffinate nuance fumé, che aleggiano su un bouquet molto variegato, composto da tè e cuoio, prugna e che di sambuco e ribes. Dotazione alcolica sostenuta, ma magistralmente integrata in una struttura che rappresenta l'unione perfetta di acidità stuzzicante e tensione sapida, con tannini docili ben espressi Persistenza lunghissima che invita a un nuovo sorso. Matura per 14 mesi in legno di diversa capacità.  ",,Italy,,,
2,0005346,,,,,,,,,,,,2019,2015,Riserva,Alto Adige Pinot Nero Riserva Zeno,DOC,Alto Adige Pinot Nero,Cantina Girlan,Alto Adige,2,21-25,Pinot nero 100%,nd,84,2,84,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,13.5,10,14,botte,oak,,,Italy,,,
2,0005346,,,,,,,,,,,,2020,2016,Riserva,Alto Adige Pinot Nero Riserva Zeno,DOC,Alto Adige Pinot Nero,Cantina Girlan,Alto Adige,3,21-25,Pinot nero 100%,nd,85,3,85,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14,10,14,botte,oak,,,Italy,,,
2,0005346,,,,,,,,,,,,2021,2018,Riserva,Alto Adige Pinot Nero Riserva Zeno,DOC,Alto Adige Pinot Nero,Cantina Girlan,Alto Adige,3,22-26,Pinot nero 100%,nd,86,3,86,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,13.5,13,12,botte,oak,,,Italy,,,
1,0005346-1,4.11,34,1.43,49,,0.00,,34,1.43,22,3.2,,,Riserva,Alto Adige Pinot Nero Riserva Zeno,DOC,Alto Adige Pinot Nero,Cantina Girlan,Alto Adige,2★-5★,22-26,Pinot nero 100%,Filetto di manzo alla Stroganoff – Anatra alla pechinese – ,86.8,2★-5★,86.8,nd,nd,,Alto Adige Red Wines,Rosso fermo,Red Wine,13.5,10k-13k,12,botte,oak,,,Italy,,,
2,0005364,,,,,,,,,,,,2019,2016,,Alto Adige Pinot Nero Mazon,DOC,Alto Adige Pinot Nero,Cantina Kurtatsch,Alto Adige,4,26-30,Pinot nero 100%,Anatra al forno,89,4,89,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14.5,4,12,botte piccola,small oak,"Rosso granato lucido. Apre lentamente per proporre garbati sentori iniziali di prugna e ciliegia, poi tabacco, cuoio e cioccolato amaro, insieme a ginepro  e ciliegia sotto spirito. Bocca fresca vivace, dall'aggraziata spalla sapida, sostenuta da un tannino nobile, denso, fine e di grande eleganza. ll finale, lungo e soddisfacente, ripropone aromi speziati. Sosta in barrique per 12 mesi ",,Italy,,,
2,0005364,,,,,,,,,,,,2021,2018,,Alto Adige Pinot Nero Mazon,DOC,Alto Adige Pinot Nero,Cantina Kurtatsch,Alto Adige,3,20-24,Pinot nero 100%,Carpaccio di carne salata,87,3,87,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14,8,12,botte piccola,small oak,"Rubino luccicante. Propone un carezzevole bouquet di fragola e lampone, rabarbaro e arancia rossa; sbuffi di rose e violette, ardesia e  un tocco di pepe nero completano l'espressione olfattiva. Al palato è intenso: indugia sull'acidità prima di sfumare evocando un cuore fruttato. Finissima la trama tannica. Attende per 12 mesi in rovere francese. ",,Italy,,,
2,0005364,,,,,,,,,,,,2022,2019,,Alto Adige Pinot Nero Mazon,DOC,Alto Adige Pinot Nero,Cantina Kurtatsch,Alto Adige,2,20-24,Pinot nero 100%,nd,84,2,84,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14,8,12,botte piccola,small oak,,,Italy,,,
1,0005364-1,1.46,12,0.55,19,,0.00,,12,0.55,9,3.0,,,,Alto Adige Pinot Nero Mazon,DOC,Alto Adige Pinot Nero,Cantina Kurtatsch,Alto Adige,2★-4★,20-24,Pinot nero 100%,Carpaccio di carne salata – Anatra al forno,86.7,2★-4★,86.7,nd,nd,,Alto Adige Red Wines,Rosso fermo,Red Wine,14,4k-8k,12,botte piccola,small oak,,,Italy,,,
2,0005378,,,,,,,,,,,,2021,2017,Riserva,Alto Adige Pinot Nero Riserva Mazon,DOC,Alto Adige Pinot Nero,Cantina Kurtatsch,Alto Adige,2,26-30,Pinot nero 100%,nd,82,2,82,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14.5,5,-,-,-,,,Italy,,,
1,0005378-1,0.12,1,0.03,1,,0.00,,1,0.03,1,2.0,,,Riserva,Alto Adige Pinot Nero Riserva Mazon,DOC,Alto Adige Pinot Nero,Cantina Kurtatsch,Alto Adige,2★,26-30,Pinot nero 100%,nd,82.0,2★,82.0,nd,nd,,Alto Adige Red Wines,Rosso fermo,Red Wine,14.5,5k,-,-,-,,,Italy,,,
2,0005375,,,,,,,,,,,,2021,2017,Riserva,Alto Adige Pinot Nero Riserva Jura,DOC,Alto Adige Pinot Nero,Cantina Nals Margreid,Alto Adige,2,21-25,Pinot nero 100%,nd,82,2,82,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14,10,-,-,-,,,Italy,,,
1,0005375-1,0.12,1,0.04,1,,0.00,,1,0.04,1,2.0,,,Riserva,Alto Adige Pinot Nero Riserva Jura,DOC,Alto Adige Pinot Nero,Cantina Nals Margreid,Alto Adige,2★,21-25,Pinot nero 100%,nd,82.0,2★,82.0,nd,nd,,Alto Adige Red Wines,Rosso fermo,Red Wine,14,10k,-,-,-,,,Italy,,,
2,0005343,,,,,,,,,,,,2018,2013,Riserva,Alto Adige Pinot Nero Riserva Sanct Valentin,DOC,Alto Adige Pinot Nero,Cantina San Michele Appiano,Alto Adige,2,23-27,Pinot nero 100%,nd,82,2,82,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14,15,-,-,-,,Riserva dal 2016,Italy,,,
2,0005343,,,,,,,,,,,,2019,2014,Riserva,Alto Adige Pinot Nero Riserva Sanct Valentin,DOC,Alto Adige Pinot Nero,Cantina San Michele Appiano,Alto Adige,5,24-28,Pinot nero 100%,Filetto di manzo con salsa al ginepro,91,5,91,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14,26,12,botte piccola+media,small+medium oak,"Rubino dal sottile orlo granato. Stuzzica l'olfatto un crescendo speziato di cannella, noce moscata e vaniglia. Spunta poi un accenno di origano, che introduce il fruttato di lampone e fragola. In chiusura petali di rosa rossa, lavanda, cuoio e tabacco. Coerentemente fine anche al palato, offre un sorso caldo, percorso da tannini fitti e nobili, re avvincente dalla stuzzicante freschezza Vino di grande bevibilità e profondità, dal finale salmastro, con infiniti rintocchi speziati. Maturazione in barrique e tonneau per 12 mesi,  ",Riserva dal 2016,Italy,,,
2,0005343,,,,,,,,,,,,2020,2016,Riserva,Alto Adige Pinot Nero Riserva Sanct Valentin,DOC,Alto Adige Pinot Nero,Cantina San Michele Appiano,Alto Adige,4,27-31,Pinot nero 100%,Scamone di vitello con ratatouille,90,4,90,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14.5,20,6,botte grande,big oak,"Manto granato. Appaga l’olfatto con ammalianti profumi di rosa e garofano, inframmezzati da ciliegia, mirtillo rosso e arancia; aleggiano raffinate tracce di tabacco, legno di cedro, liquirizia e pepe bianco. Sorso caldo  e voluttuoso, dalla fine trama tannica, che accompagna la dotazione sapida e acida. Sfuma su sensazioni di ciliegia sotto spirito. Fermentazione in acciaio; parte della massa riposa in barrique, la restante in tonneau, per un anno; dopo l'assemblaggio sosta per 6 mesi in botte grande.  ",Riserva dal 2016,Italy,,,
2,0005343,,,,,,,,,,,,2021,2017,Riserva,Alto Adige Pinot Nero Riserva Sanct Valentin,DOC,Alto Adige Pinot Nero,Cantina San Michele Appiano,Alto Adige,2,29-33,Pinot nero 100%,nd,84,2,84,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14.5,26,6,botte grande,big oak,,Riserva dal 2016,Italy,,,
2,0005343,,,,,,,,,,,,2022,2018,Riserva,Alto Adige Pinot Nero Riserva Sanct Valentin,DOC,Alto Adige Pinot Nero,Cantina San Michele Appiano,Alto Adige,3,30-34,Pinot nero 100%,nd,85,3,85,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14.5,26,6,botte grande,big oak,,Riserva dal 2016,Italy,,,
1,0005343-1,4.55,38,1.19,40,,0.00,,38,1.19,19,3.2,,,Riserva,Alto Adige Pinot Nero Riserva Sanct Valentin,DOC,Alto Adige Pinot Nero,Cantina San Michele Appiano,Alto Adige,2★-5★,30-34,Pinot nero 100%,Filetto di manzo con salsa al ginepro – Scamone di vitello con ratatouille – ,86.4,2★-5★,86.4,nd,nd,,Alto Adige Red Wines,Rosso fermo,Red Wine,14.5,15k-26k,6,botte grande,big oak,,,Italy,,,
2,0005368,,,,,,,,,,,,2019,2015,Riserva,Alto Adige Pinot Nero Riserva The Wine Collection,DOC,Alto Adige Pinot Nero,Cantina San Michele Appiano,Alto Adige,5,98-122,Pinot nero 100%,Soufflè al formaggio e tartufo,91,5,91,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14.5,3,24,botte media+grande,medium+big oak,"Dal granato lucente emerge un bouquet fitto e signorile: deliziose tracce di rosa, seguite da ciliegia, mora e bacche di sambuco, tabacco, liquirizia e pepe bianco. Succoso e dritto, sfodera un tannino nobile e fine, con una stuzzicante vena fresco-sapida. Pieno e in perfetto equilibrio, chiude lentamente su rintocchi di composta di sambuco. Matura per 24 mesi in tonneau e botte grande e affina in bottiglia per 18 mesi.  ",,Italy,,,
2,0005368,,,,,,,,,,,,2020,2016,Riserva,Alto Adige Pinot Nero Riserva The Wine Collection,DOC,Alto Adige Pinot Nero,Cantina San Michele Appiano,Alto Adige,4,93-117,Pinot nero 100%,Pernice al Marsala,90,4,90,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14.5,3,24,botte media+grande,medium+big oak,"Rubino con screziature granato. Olfatto di raffinata eleganza, propone in apertura ricordi di violetta e lillà; seguono sensazioni di amarena, fragoline e lamponi, con sbuffi di arancia rossa.  In bocca è setoso e caldo. Indugia su una sferzante traccia sapida prima di riproporre nel finale garbate venature fruttate. Fermentazione in acciaio, poi riposo in tonneau e botte grande per 24 mesi.  ",,Italy,,,
1,0005368-1,3.98,33,0.32,11,,0.00,,33,0.32,5,4.5,,,Riserva,Alto Adige Pinot Nero Riserva The Wine Collection,DOC,Alto Adige Pinot Nero,Cantina San Michele Appiano,Alto Adige,4★-5★,93-117,Pinot nero 100%,Soufflè al formaggio e tartufo – Pernice al Marsala,90.5,4★-5★,90.5,nd,nd,,Alto Adige Red Wines,Rosso fermo,Red Wine,14.5,3k,24,botte media+grande,medium+big oak,,,Italy,,,
2,0005376,,,,,,,,,,,,2022,2019,,Alto Adige Pinot Nero Luzia,DOC,Alto Adige Pinot Nero,Cantina San Paolo,Alto Adige,2,11-15,Pinot nero 100%,Spatzle con ragù di selvaggina,82,2,82,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,13.5,100,6,botte media,medium oak,"Rubino con sfumature aranciate. Espressione olfattiva dal timbro boisé, con rimandi di caramello e legno di cedro; poi ciliegia, fragola, lampone  e petali di rosa. All’assaggio è fresco, appagante, dalla trama tannica sottile. Epilogo fruttato. Riposa per 6 mesi in tonneau.  ",,Italy,,,
1,0005376-1,0.12,1,0.07,3,,0.00,,1,0.07,1,2.0,,,,Alto Adige Pinot Nero Luzia,DOC,Alto Adige Pinot Nero,Cantina San Paolo,Alto Adige,2★,11-15,Pinot nero 100%,Spatzle con ragù di selvaggina,82.0,2★,82.0,nd,nd,,Alto Adige Red Wines,Rosso fermo,Red Wine,13.5,100k,6,botte media,medium oak,,,Italy,,,
2,0005384,,,,,,,,,,,,2022,2018,Riserva,Alto Adige Pinot Nero Riserva Lehmont,DOC,Alto Adige Pinot Nero,Cantina San Paolo,Alto Adige,2,26-30,Pinot nero 100%,nd,82,2,82,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,13.5,7,15,botte,oak,,,Italy,,,
1,0005384-1,0.12,1,0.03,1,,0.00,,1,0.03,1,2.0,,,Riserva,Alto Adige Pinot Nero Riserva Lehmont,DOC,Alto Adige Pinot Nero,Cantina San Paolo,Alto Adige,2★,26-30,Pinot nero 100%,nd,82.0,2★,82.0,nd,nd,,Alto Adige Red Wines,Rosso fermo,Red Wine,13.5,7k,15,botte,oak,,,Italy,,,
2,0005336,,,,,,,,,,,,2018,2014,Riserva,Alto Adige Pinot Nero Riserva Passion,DOC,Alto Adige Pinot Nero,Cantina San Paolo,Alto Adige,3,21-25,Pinot nero 100%,Sella di vitello con tartufo,85,3,85,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,13.5,8,18,botte piccola,small oak,"Rubino di bella limpidezza. Arrivano  in prima battuta sentori di lamponi  iegi pezie dolci L'estratto si concentra al gusto, con calore alcolico contrapposto a un tannino ancora leggermente ruvido,  che prelude a un gradevolissimo finale delicatamente amaricante. In barrique di rovere francese per 18 mesi.  ",,Italy,,,
2,0005336,,,,,,,,,,,,2019,2015,Riserva,Alto Adige Pinot Nero Riserva Passion,DOC,Alto Adige Pinot Nero,Cantina San Paolo,Alto Adige,2,22-26,Pinot nero 100%,nd,84,2,84,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,13.5,8,18,botte piccola,small oak,,,Italy,,,
2,0005336,,,,,,,,,,,,2021,2017,Riserva,Alto Adige Pinot Nero Riserva Passion,DOC,Alto Adige Pinot Nero,Cantina San Paolo,Alto Adige,2,23-27,Pinot nero 100%,nd,82,2,82,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,13.5,7,18,botte piccola,small oak,,,Italy,,,
1,0005336-1,0.57,5,0.19,6,,0.00,,5,0.19,3,2.3,,,Riserva,Alto Adige Pinot Nero Riserva Passion,DOC,Alto Adige Pinot Nero,Cantina San Paolo,Alto Adige,2★-3★,23-27,Pinot nero 100%,Sella di vitello con tartufo,83.7,2★-3★,83.7,nd,nd,,Alto Adige Red Wines,Rosso fermo,Red Wine,13.5,7k-8k,18,botte piccola,small oak,,,Italy,,,
2,0005352,,,,,,,,,,,,2019,2015,Riserva,Alto Adige Pinot Nero Riserva Maglen,DOC,Alto Adige Pinot Nero,Cantina Tramin,Alto Adige,2,23-27,Pinot nero 100%,nd,82,2,82,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14,10,-,-,-,,,Italy,,,
2,0005352,,,,,,,,,,,,2021,2017,Riserva,Alto Adige Pinot Nero Riserva Maglen,DOC,Alto Adige Pinot Nero,Cantina Tramin,Alto Adige,2,28-32,Pinot nero 100%,nd,84,2,84,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14,12,-,-,-,,,Italy,,,
2,0005352,,,,,,,,,,,,2022,2018,Riserva,Alto Adige Pinot Nero Riserva Maglen,DOC,Alto Adige Pinot Nero,Cantina Tramin,Alto Adige,3,27-31,Pinot nero 100%,nd,85,3,85,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,14,12,13,botte,oak,,,Italy,,,
1,0005352-1,0.57,5,0.16,6,,0.00,,5,0.16,3,2.3,,,Riserva,Alto Adige Pinot Nero Riserva Maglen,DOC,Alto Adige Pinot Nero,Cantina Tramin,Alto Adige,2★-3★,27-31,Pinot nero 100%,nd,83.7,2★-3★,83.7,nd,nd,,Alto Adige Red Wines,Rosso fermo,Red Wine,14,10k-12k,13,botte,oak,,,Italy,,,
2,0005462,,,,,,,,,,,,2018,2014,Val Venosta,Alto Adige Pinot Nero Val Venosta,DOC,Alto Adige Pinot Nero,Castel Juval Unterortl,Alto Adige,2,18-22,Pinot nero 100%,nd,82,2,82,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,12.5,6,12,botte,oak,,,Italy,,,
2,0005462,,,,,,,,,,,,2019,2015,Val Venosta,Alto Adige Pinot Nero Val Venosta,DOC,Alto Adige Pinot Nero,Castel Juval Unterortl,Alto Adige,2,16-20,Pinot nero 100%,nd,84,2,84,,,,Alto Adige Red Wines,Rosso fermo,Red Wine,13,5,12,botte,oak,,,Italy,,,
